,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,,
1,05:00:01-06:00:00,2,20
2,06:00:01-07:00:00,7,79
3,07:00:01-08:00:00,6,135
4,08:00:01-09:00:00,5,143
5,09:00:01-10:00:00,3,120
6,10:00:01-11:00:00,3,89
7,11:00:01-12:00:00,4,61
8,12:00:01-13:00:00,3,39
9,13:00:01-14:00:00,3,26
10,14:00:01-15:00:00,1,13
11,15:00:01-16:00:00,3,13
12,16:00:01-17:00:00,4,25
13,17:00:01-18:00:00,3,23
14,18:00:01-19:00:00,3,29
15,19:00:01-20:00:00,3,24
16,20:00:01-21:00:00,3,14
17,21:00:01-22:00:00,4,14
18,22:00:01-23:00:00,2,22
19,23:00:01-24:00:00,2,2
