Route:- 6020,Date:- 10/17/2017,,,,,,,,Day:- Tuesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,3,2.61,9,0.21,86,0.19,15.6,2.61,0,0,0,0,0,0,0,0,3,1.33,9,0.11,86,0.11,16,1.36
06:00:01-07:00:00,6,5.22,268,6.21,2656,5.96,25.2,4.21,5,4.5,52,1.45,448,1.31,26,4.5,11,4.87,320,4.05,3104,3.94,51,4.34
07:00:01-08:00:00,10,8.7,354,8.2,3698,8.3,52,8.7,7,6.31,106,2.95,820,2.39,36.4,6.31,17,7.52,460,5.82,4518,5.73,88,7.49
08:00:01-09:00:00,10,8.7,491,11.37,5054,11.35,43,7.19,8,7.21,159,4.43,1484,4.33,32,5.54,18,7.96,650,8.22,6538,8.3,75,6.38
09:00:01-10:00:00,9,7.83,516,11.95,5727,12.86,46.8,7.83,8,7.21,108,3.01,894,2.61,41.6,7.21,17,7.52,624,7.89,6621,8.4,88,7.49
10:00:01-11:00:00,5,4.35,370,8.57,4190,9.41,24.5,4.1,6,5.41,47,1.31,388,1.13,31.2,5.41,11,4.87,417,5.27,4578,5.81,56,4.77
11:00:01-12:00:00,8,6.96,270,6.25,2936,6.59,41.6,6.96,5,4.5,96,2.68,856,2.5,21.5,3.72,13,5.75,366,4.63,3792,4.81,63,5.36
12:00:01-13:00:00,6,5.22,341,7.9,3624,8.14,19.8,3.31,6,5.41,88,2.45,806,2.35,31.2,5.41,12,5.31,429,5.43,4430,5.62,51,4.34
13:00:01-14:00:00,4,3.48,184,4.26,1973,4.43,17.2,2.88,6,5.41,105,2.93,990,2.89,18,3.12,10,4.42,289,3.66,2963,3.76,35,2.98
14:00:01-15:00:00,5,4.35,152,3.52,1478,3.32,26,4.35,5,4.5,76,2.12,766,2.24,26,4.5,10,4.42,228,2.88,2244,2.85,52,4.43
15:00:01-16:00:00,9,7.83,191,4.42,1934,4.34,37.8,6.32,8,7.21,174,4.85,1679,4.9,41.6,7.21,17,7.52,365,4.62,3613,4.59,79,6.72
16:00:01-17:00:00,5,4.35,121,2.8,1158,2.6,11,1.84,7,6.31,383,10.67,3524,10.29,21,3.64,12,5.31,504,6.37,4682,5.94,32,2.72
17:00:01-18:00:00,6,5.22,140,3.24,1358,3.05,31.2,5.22,8,7.21,373,10.4,3566,10.41,41.6,7.21,14,6.19,513,6.49,4924,6.25,73,6.21
18:00:01-19:00:00,8,6.96,166,3.84,1516,3.4,41.6,6.96,7,6.31,419,11.68,4214,12.3,21,3.64,15,6.64,585,7.4,5730,7.27,63,5.36
19:00:01-20:00:00,7,6.09,262,6.07,2488,5.58,36.4,6.09,6,5.41,474,13.21,4656,13.6,18,3.12,13,5.75,736,9.31,7144,9.07,54,4.6
20:00:01-21:00:00,6,5.22,220,5.09,2012,4.52,31.2,5.22,9,8.11,470,13.1,4710,13.75,27,4.68,15,6.64,690,8.73,6722,8.53,58,4.94
21:00:01-22:00:00,5,4.35,183,4.24,1882,4.22,26,4.35,5,4.5,242,6.74,2392,6.98,10.5,1.82,10,4.42,425,5.38,4274,5.42,36,3.06
22:00:01-23:00:00,3,2.61,80,1.85,778,1.75,15.6,2.61,5,4.5,180,5.02,1724,5.03,21,3.64,8,3.54,260,3.29,2502,3.18,37,3.15
23:00:01-24:00:00,0,0,0,0,0,0,0,0,0,0,36,1,330,0.96,0,0,0,0,36,0.46,330,0.42,0,0
,115,,4318,,44548,,598,,111,,3588,,34247,,577.2,,226,,7906,,78795,,1175,
