Route:- 6120,Date:- 10/17/2017,,,,,,,,Day:- Tuesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,1,3.57,1,0.14,8,0.15,2.8,3.57,1,3.23,6,0.86,88,1.45,2.8,3.23,2,3.39,7,0.5,96,0.83,6,3.64
06:00:01-07:00:00,3,10.71,3,0.43,26,0.48,8.4,10.71,3,9.68,30,4.3,208,3.43,8.4,9.68,6,10.17,33,2.37,234,2.04,17,10.3
07:00:01-08:00:00,2,7.14,14,2.01,114,2.1,5.6,7.14,3,9.68,61,8.75,490,8.08,8.4,9.68,5,8.47,75,5.39,604,5.25,14,8.48
08:00:01-09:00:00,3,10.71,29,4.17,248,4.56,8.4,10.71,4,12.9,98,14.06,966,15.93,11.2,12.9,7,11.86,127,9.12,1214,10.56,20,12.12
09:00:01-10:00:00,2,7.14,19,2.73,148,2.72,5.6,7.14,2,6.45,126,18.08,1188,19.59,5.6,6.45,4,6.78,145,10.42,1336,11.62,11,6.67
10:00:01-11:00:00,1,3.57,24,3.45,240,4.42,2.8,3.57,2,6.45,101,14.49,955,15.75,5.6,6.45,3,5.08,125,8.98,1195,10.39,8,4.85
11:00:01-12:00:00,2,7.14,36,5.18,263,4.84,5.6,7.14,2,6.45,40,5.74,362,5.97,5.6,6.45,4,6.78,76,5.46,625,5.44,11,6.67
12:00:01-13:00:00,3,10.71,44,6.33,364,6.7,8.4,10.71,2,6.45,39,5.6,318,5.24,5.6,6.45,5,8.47,83,5.96,682,5.93,14,8.48
13:00:01-14:00:00,0,0,25,3.6,178,3.28,0,0,1,3.23,26,3.73,216,3.56,2.6,3,1,1.69,51,3.66,394,3.43,3,1.82
14:00:01-15:00:00,2,7.14,16,2.3,132,2.43,5.6,7.14,1,3.23,9,1.29,58,0.96,2.8,3.23,3,5.08,25,1.8,190,1.65,8,4.85
15:00:01-16:00:00,1,3.57,21,3.02,176,3.24,2.8,3.57,1,3.23,0,0,0,0,2.8,3.23,2,3.39,21,1.51,176,1.53,6,3.64
16:00:01-17:00:00,0,0,40,5.76,276,5.08,0,0,1,3.23,26,3.73,232,3.83,2.8,3.23,1,1.69,66,4.74,508,4.42,3,1.82
17:00:01-18:00:00,1,3.57,51,7.34,380,6.99,2.8,3.57,0,0,3,0.43,16,0.26,0,0,1,1.69,54,3.88,396,3.44,3,1.82
18:00:01-19:00:00,2,7.14,112,16.12,877,16.14,5.6,7.14,1,3.23,40,5.74,273,4.5,2.8,3.23,3,5.08,152,10.92,1150,10,8,4.85
19:00:01-20:00:00,2,7.14,114,16.4,886,16.31,5.6,7.14,2,6.45,39,5.6,309,5.09,5.6,6.45,4,6.78,153,10.99,1195,10.39,11,6.67
20:00:01-21:00:00,1,3.57,32,4.6,272,5.01,2.8,3.57,2,6.45,27,3.87,194,3.2,5.6,6.45,3,5.08,59,4.24,466,4.05,8,4.85
21:00:01-22:00:00,1,3.57,65,9.35,488,8.98,2.8,3.57,1,3.23,14,2.01,116,1.91,2.8,3.23,2,3.39,79,5.68,604,5.25,6,3.64
22:00:01-23:00:00,1,3.57,49,7.05,357,6.57,2.8,3.57,1,3.23,9,1.29,52,0.86,2.8,3.23,2,3.39,58,4.17,409,3.56,6,3.64
23:00:01-24:00:00,0,0,0,0,0,0,0,0,1,3.23,3,0.43,24,0.4,2.8,3.23,1,1.69,3,0.22,24,0.21,3,1.82
,28,,695,,5433,,78.4,,31,,697,,6065,,86.8,,59,,1392,,11498,,165,
