Route:- 6034,Date:- 10/17/2017,,,,,,,,Day:- Tuesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,1,3.85,0,0,0,0,20.2,3.85,0,0,0,0,0,0,0,0,1,3.85,0,0,0,0,20,3.81
06:00:01-07:00:00,5,19.23,37,2.58,226,1.65,15.5,2.95,0,0,0,0,0,0,0,0,5,19.23,37,2.58,226,1.65,16,3.05
07:00:01-08:00:00,2,7.69,128,8.93,1246,9.07,10.4,1.98,0,0,0,0,0,0,0,0,2,7.69,128,8.93,1246,9.07,10,1.9
08:00:01-09:00:00,1,3.85,177,12.34,1784,12.99,4.4,0.84,0,0,0,0,0,0,0,0,1,3.85,177,12.34,1784,12.99,4,0.76
09:00:01-10:00:00,1,3.85,131,9.14,1366,9.94,7,1.33,0,0,0,0,0,0,0,0,1,3.85,131,9.14,1366,9.94,7,1.33
10:00:01-11:00:00,2,7.69,62,4.32,594,4.32,8.8,1.68,0,0,0,0,0,0,0,0,2,7.69,62,4.32,594,4.32,9,1.71
11:00:01-12:00:00,3,11.54,72,5.02,820,5.97,60.6,11.54,0,0,0,0,0,0,0,0,3,11.54,72,5.02,820,5.97,61,11.62
12:00:01-13:00:00,2,7.69,125,8.72,1267,9.22,40.4,7.69,0,0,0,0,0,0,0,0,2,7.69,125,8.72,1267,9.22,40,7.62
13:00:01-14:00:00,1,3.85,56,3.91,643,4.68,1.1,0.21,0,0,0,0,0,0,0,0,1,3.85,56,3.91,643,4.68,1,0.19
14:00:01-15:00:00,1,3.85,31,2.16,298,2.17,19.1,3.64,0,0,0,0,0,0,0,0,1,3.85,31,2.16,298,2.17,19,3.62
15:00:01-16:00:00,1,3.85,7,0.49,82,0.6,2.3,0.44,0,0,0,0,0,0,0,0,1,3.85,7,0.49,82,0.6,2,0.38
16:00:01-17:00:00,1,3.85,86,6,626,4.56,2.7,0.51,0,0,0,0,0,0,0,0,1,3.85,86,6,626,4.56,3,0.57
17:00:01-18:00:00,1,3.85,85,5.93,718,5.23,10.1,1.92,0,0,0,0,0,0,0,0,1,3.85,85,5.93,718,5.23,10,1.9
18:00:01-19:00:00,1,3.85,83,5.79,870,6.33,2.7,0.51,0,0,0,0,0,0,0,0,1,3.85,83,5.79,870,6.33,3,0.57
19:00:01-20:00:00,2,7.69,131,9.14,1250,9.1,10.4,1.98,0,0,0,0,0,0,0,0,2,7.69,131,9.14,1250,9.1,10,1.9
20:00:01-21:00:00,0,0,132,9.21,1104,8.04,0,0,0,0,0,0,0,0,0,0,0,0,132,9.21,1104,8.04,0,0
21:00:01-22:00:00,1,3.85,59,4.11,526,3.83,9,1.71,0,0,0,0,0,0,0,0,1,3.85,59,4.11,526,3.83,9,1.71
22:00:01-23:00:00,0,0,32,2.23,318,2.31,0,0,0,0,0,0,0,0,0,0,0,0,32,2.23,318,2.31,0,0
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,26,,1434,,13738,,525.2,,0,,0,,0,,0,,26,,1434,,13738,,525,
