Route:- 6040,Date:- 10/17/2017,,,,,,,,Day:- Tuesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
06:00:01-07:00:00,6,10.53,16,1.57,66,0.8,21,10.53,3,5.36,23,1.53,126,1.04,10.5,5.36,9,7.96,39,1.55,192,0.94,32,8.08
07:00:01-08:00:00,4,7.02,56,5.5,382,4.64,14,7.02,6,10.71,53,3.53,436,3.58,21,10.71,10,8.85,109,4.32,818,4.01,35,8.84
08:00:01-09:00:00,3,5.26,56,5.5,434,5.27,5.1,2.56,3,5.36,80,5.32,776,6.38,10.5,5.36,6,5.31,136,5.39,1210,5.93,16,4.04
09:00:01-10:00:00,2,3.51,58,5.69,534,6.49,7,3.51,2,3.57,101,6.72,1068,8.78,7,3.57,4,3.54,159,6.3,1602,7.85,14,3.54
10:00:01-11:00:00,2,3.51,22,2.16,306,3.72,5,2.51,2,3.57,26,1.73,240,1.97,4.4,2.24,4,3.54,48,1.9,546,2.68,9,2.27
11:00:01-12:00:00,3,5.26,20,1.96,216,2.62,10.5,5.26,2,3.57,15,1,146,1.2,7,3.57,5,4.42,35,1.39,362,1.77,18,4.55
12:00:01-13:00:00,0,0,12,1.18,92,1.12,0,0,1,1.79,14,0.93,125,1.03,3.5,1.79,1,0.88,26,1.03,217,1.06,4,1.01
13:00:01-14:00:00,1,1.75,19,1.86,194,2.36,3.5,1.75,1,1.79,10,0.67,80,0.66,3.5,1.79,2,1.77,29,1.15,274,1.34,7,1.77
14:00:01-15:00:00,2,3.51,27,2.65,210,2.55,7,3.51,2,3.57,43,2.86,328,2.7,7,3.57,4,3.54,70,2.78,538,2.64,14,3.54
15:00:01-16:00:00,4,7.02,22,2.16,186,2.26,14,7.02,2,3.57,18,1.2,146,1.2,7,3.57,6,5.31,40,1.59,332,1.63,21,5.3
16:00:01-17:00:00,6,10.53,60,5.89,418,5.08,21,10.53,6,10.71,147,9.78,1108,9.11,10.2,5.2,12,10.62,207,8.21,1526,7.48,31,7.83
17:00:01-18:00:00,5,8.77,107,10.5,838,10.18,17.5,8.77,6,10.71,159,10.58,1233,10.14,21,10.71,11,9.73,266,10.55,2071,10.15,38,9.6
18:00:01-19:00:00,5,8.77,130,12.76,1062,12.9,17.5,8.77,4,7.14,171,11.38,1350,11.1,14,7.14,9,7.96,301,11.93,2412,11.83,32,8.08
19:00:01-20:00:00,5,8.77,167,16.39,1368,16.62,17.5,8.77,3,5.36,222,14.77,1696,13.94,10.5,5.36,8,7.08,389,15.42,3064,15.02,28,7.07
20:00:01-21:00:00,3,5.26,85,8.34,666,8.09,10.5,5.26,4,7.14,132,8.78,1030,8.47,14,7.14,7,6.19,217,8.6,1696,8.32,24,6.06
21:00:01-22:00:00,3,5.26,131,12.86,1003,12.19,10.5,5.26,4,7.14,101,6.72,808,6.64,14,7.14,7,6.19,232,9.2,1811,8.88,24,6.06
22:00:01-23:00:00,2,3.51,29,2.85,240,2.92,7,3.51,4,7.14,129,8.58,996,8.19,14,7.14,6,5.31,158,6.26,1236,6.06,21,5.3
23:00:01-24:00:00,1,1.75,2,0.2,16,0.19,3.5,1.75,1,1.79,59,3.93,472,3.88,2.5,1.28,2,1.77,61,2.42,488,2.39,6,1.52
,57,,1019,,8231,,199.5,,56,,1503,,12164,,196,,113,,2522,,20395,,396,
