Route:- 0071,Date:- 10/17/2017,,,,,,,,Day:- Tuesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,0,0,60,3.49,726,3.43,0,0,1,5.56,1,0.06,0,0,30.4,5.56,1,2.78,61,1.8,726,1.7,30,2.74
05:00:01-06:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
06:00:01-07:00:00,0,0,0,0,0,0,0,0,1,5.56,9,0.54,152,0.7,30.4,5.56,1,2.78,9,0.27,152,0.36,30,2.74
07:00:01-08:00:00,0,0,0,0,0,0,0,0,2,11.11,45,2.7,760,3.51,41.4,7.57,2,5.56,45,1.33,760,1.78,41,3.75
08:00:01-09:00:00,1,5.56,42,2.45,444,2.1,30.4,5.56,2,11.11,87,5.22,1244,5.75,35,6.4,3,8.33,129,3.81,1688,3.94,65,5.94
09:00:01-10:00:00,2,11.11,156,9.09,1904,8.99,6.2,1.13,1,5.56,172,10.31,2471,11.42,2.6,0.48,3,8.33,328,9.69,4375,10.22,9,0.82
10:00:01-11:00:00,1,5.56,92,5.36,1336,6.31,5.2,0.95,1,5.56,248,14.87,3607,16.67,8.3,1.52,2,5.56,340,10.04,4943,11.55,14,1.28
11:00:01-12:00:00,1,5.56,100,5.82,1155,5.46,3.4,0.62,0,0,57,3.42,690,3.19,0,0,1,2.78,157,4.64,1845,4.31,3,0.27
12:00:01-13:00:00,2,11.11,96,5.59,1426,6.74,5.8,1.06,1,5.56,34,2.04,476,2.2,30.4,5.56,3,8.33,130,3.84,1902,4.44,36,3.29
13:00:01-14:00:00,0,0,87,5.07,1174,5.55,0,0,3,16.67,88,5.28,1294,5.98,32.1,5.87,3,8.33,175,5.17,2468,5.76,32,2.93
14:00:01-15:00:00,0,0,29,1.69,357,1.69,0,0,3,16.67,258,15.47,3374,15.59,7.2,1.32,3,8.33,287,8.48,3731,8.71,7,0.64
15:00:01-16:00:00,1,5.56,56,3.26,688,3.25,30.4,5.56,0,0,138,8.27,1655,7.65,0,0,1,2.78,194,5.73,2343,5.47,30,2.74
16:00:01-17:00:00,3,16.67,156,9.09,2015,9.52,12.9,2.36,2,11.11,176,10.55,1929,8.91,60.8,11.11,5,13.89,332,9.81,3944,9.21,74,6.76
17:00:01-18:00:00,2,11.11,228,13.28,2816,13.3,10.6,1.94,1,5.56,182,10.91,2293,10.6,2.3,0.42,3,8.33,410,12.11,5109,11.93,13,1.19
18:00:01-19:00:00,2,11.11,157,9.14,1931,9.12,5.8,1.06,0,0,118,7.07,1144,5.29,0,0,2,5.56,275,8.12,3075,7.18,6,0.55
19:00:01-20:00:00,1,5.56,177,10.31,1994,9.42,3.6,0.66,0,0,55,3.3,553,2.56,0,0,1,2.78,232,6.85,2547,5.95,4,0.37
20:00:01-21:00:00,1,5.56,223,12.99,2611,12.33,7,1.28,0,0,0,0,0,0,0,0,1,2.78,223,6.59,2611,6.1,7,0.64
21:00:01-22:00:00,0,0,57,3.32,586,2.77,0,0,0,0,0,0,0,0,0,0,0,0,57,1.68,586,1.37,0,0
22:00:01-23:00:00,0,0,1,0.06,8,0.04,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,8,0.02,0,0
23:00:01-24:00:00,1,5.56,0,0,0,0,30.4,5.56,0,0,0,0,0,0,0,0,1,2.78,0,0,0,0,30,2.74
,18,,1717,,21171,,547.2,,18,,1668,,21642,,547.2,,36,,3385,,42813,,1094,
