Route:- 6034,Date:- 10/10/2017,,,,,,,,Day:- Tuesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,2,6.06,6,0.3,0,0,40.4,6.06,0,0,0,0,0,0,0,0,2,6.06,6,0.3,0,0,40,6
06:00:01-07:00:00,4,12.12,81,4.08,558,3.13,16,2.4,0,0,0,0,0,0,0,0,4,12.12,81,4.08,558,3.13,16,2.4
07:00:01-08:00:00,2,6.06,145,7.31,1366,7.67,40.4,6.06,0,0,0,0,0,0,0,0,2,6.06,145,7.31,1366,7.67,40,6
08:00:01-09:00:00,1,3.03,150,7.56,1468,8.24,2.7,0.41,0,0,0,0,0,0,0,0,1,3.03,150,7.56,1468,8.24,3,0.45
09:00:01-10:00:00,2,6.06,172,8.67,1780,9.99,22.4,3.36,0,0,0,0,0,0,0,0,2,6.06,172,8.67,1780,9.99,22,3.3
10:00:01-11:00:00,0,0,131,6.61,1137,6.38,0,0,0,0,0,0,0,0,0,0,0,0,131,6.61,1137,6.38,0,0
11:00:01-12:00:00,4,12.12,121,6.1,1295,7.27,80.8,12.12,0,0,0,0,0,0,0,0,4,12.12,121,6.1,1295,7.27,81,12.14
12:00:01-13:00:00,2,6.06,138,6.96,1345,7.55,5.4,0.81,0,0,0,0,0,0,0,0,2,6.06,138,6.96,1345,7.55,5,0.75
13:00:01-14:00:00,3,9.09,94,4.74,831,4.66,24.3,3.65,0,0,0,0,0,0,0,0,3,9.09,94,4.74,831,4.66,24,3.6
14:00:01-15:00:00,2,6.06,75,3.78,707,3.97,7.8,1.17,0,0,0,0,0,0,0,0,2,6.06,75,3.78,707,3.97,8,1.2
15:00:01-16:00:00,4,12.12,85,4.29,564,3.17,80.8,12.12,0,0,0,0,0,0,0,0,4,12.12,85,4.29,564,3.17,81,12.14
16:00:01-17:00:00,1,3.03,118,5.95,915,5.14,20.2,3.03,0,0,0,0,0,0,0,0,1,3.03,118,5.95,915,5.14,20,3
17:00:01-18:00:00,2,6.06,135,6.81,880,4.94,7.6,1.14,0,0,0,0,0,0,0,0,2,6.06,135,6.81,880,4.94,8,1.2
18:00:01-19:00:00,1,3.03,143,7.21,1401,7.86,1.1,0.17,0,0,0,0,0,0,0,0,1,3.03,143,7.21,1401,7.86,1,0.15
19:00:01-20:00:00,1,3.03,166,8.37,1470,8.25,5.1,0.77,0,0,0,0,0,0,0,0,1,3.03,166,8.37,1470,8.25,5,0.75
20:00:01-21:00:00,1,3.03,104,5.24,918,5.15,4.4,0.66,0,0,0,0,0,0,0,0,1,3.03,104,5.24,918,5.15,4,0.6
21:00:01-22:00:00,1,3.03,80,4.03,819,4.6,4.6,0.69,0,0,0,0,0,0,0,0,1,3.03,80,4.03,819,4.6,5,0.75
22:00:01-23:00:00,0,0,39,1.97,364,2.04,0,0,0,0,0,0,0,0,0,0,0,0,39,1.97,364,2.04,0,0
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,33,,1983,,17818,,666.6,,0,,0,,0,,0,,33,,1983,,17818,,667,
