Route:- 6040,Date:- 10/10/2017,,,,,,,,Day:- Tuesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
06:00:01-07:00:00,5,8.62,75,5.87,302,3.11,17.5,8.62,4,6.78,36,2.14,173,1.32,14,6.78,9,7.69,111,3.75,475,2.08,32,7.8
07:00:01-08:00:00,5,8.62,56,4.39,390,4.02,17.5,8.62,4,6.78,48,2.85,406,3.1,8.8,4.26,9,7.69,104,3.51,796,3.49,26,6.34
08:00:01-09:00:00,3,5.17,82,6.42,699,7.2,10.5,5.17,4,6.78,99,5.87,920,7.02,14,6.78,7,5.98,181,6.11,1619,7.1,24,5.85
09:00:01-10:00:00,1,1.72,103,8.07,862,8.88,3.5,1.72,2,3.39,111,6.58,894,6.82,3.4,1.65,3,2.56,214,7.22,1756,7.7,7,1.71
10:00:01-11:00:00,4,6.9,96,7.52,705,7.26,14,6.9,4,6.78,97,5.75,640,4.88,14,6.78,8,6.84,193,6.51,1345,5.9,28,6.83
11:00:01-12:00:00,2,3.45,35,2.74,295,3.04,7,3.45,4,6.78,68,4.03,555,4.23,14,6.78,6,5.13,103,3.48,850,3.73,21,5.12
12:00:01-13:00:00,3,5.17,46,3.6,369,3.8,10.5,5.17,3,5.08,47,2.79,390,2.98,10.5,5.08,6,5.13,93,3.14,759,3.33,21,5.12
13:00:01-14:00:00,3,5.17,52,4.07,396,4.08,7.5,3.69,3,5.08,42,2.49,293,2.24,10.5,5.08,6,5.13,94,3.17,689,3.02,18,4.39
14:00:01-15:00:00,1,1.72,12,0.94,94,0.97,3.5,1.72,2,3.39,63,3.74,546,4.17,4.4,2.13,3,2.56,75,2.53,640,2.81,8,1.95
15:00:01-16:00:00,5,8.62,32,2.51,256,2.64,17.5,8.62,4,6.78,79,4.69,597,4.56,14,6.78,9,7.69,111,3.75,853,3.74,32,7.8
16:00:01-17:00:00,4,6.9,46,3.6,235,2.42,14,6.9,2,3.39,49,2.91,400,3.05,7,3.39,6,5.13,95,3.21,635,2.78,21,5.12
17:00:01-18:00:00,3,5.17,150,11.75,1146,11.81,10.5,5.17,4,6.78,124,7.35,902,6.88,14,6.78,7,5.98,274,9.25,2048,8.98,24,5.85
18:00:01-19:00:00,4,6.9,120,9.4,962,9.91,10,4.93,5,8.47,280,16.61,2140,16.33,17.5,8.47,9,7.69,400,13.5,3102,13.6,28,6.83
19:00:01-20:00:00,4,6.9,80,6.26,668,6.88,14,6.9,3,5.08,184,10.91,1444,11.02,10.5,5.08,7,5.98,264,8.91,2112,9.26,24,5.85
20:00:01-21:00:00,7,12.07,154,12.06,1236,12.74,24.5,12.07,3,5.08,107,6.35,840,6.41,10.5,5.08,10,8.55,261,8.81,2076,9.1,35,8.54
21:00:01-22:00:00,1,1.72,80,6.26,644,6.64,1.7,0.84,2,3.39,61,3.62,496,3.78,7,3.39,3,2.56,141,4.76,1140,5,9,2.2
22:00:01-23:00:00,2,3.45,57,4.46,438,4.51,7,3.45,4,6.78,159,9.43,1230,9.39,14,6.78,6,5.13,216,7.29,1668,7.31,21,5.12
23:00:01-24:00:00,1,1.72,1,0.08,8,0.08,3.5,1.72,2,3.39,32,1.9,240,1.83,7,3.39,3,2.56,33,1.11,248,1.09,10,2.44
,58,,1277,,9705,,203,,59,,1686,,13106,,206.5,,117,,2963,,22811,,410,
