Route:- 4100,Date:- 10/10/2017,,,,,,,,Day:- Tuesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,1,2.7,144,6.35,1408,6.11,14.5,2.7,1,2.7,4,0.17,22,0.09,14.5,2.7,2,2.7,148,3.2,1430,3.02,29,2.7
05:00:01-06:00:00,2,5.41,11,0.49,122,0.53,29,5.41,0,0,0,0,0,0,0,0,2,2.7,11,0.24,122,0.26,29,2.7
06:00:01-07:00:00,4,10.81,140,6.18,1265,5.49,11.2,2.09,2,5.41,55,2.33,548,2.25,29,5.41,6,8.11,195,4.21,1813,3.82,40,3.73
07:00:01-08:00:00,3,8.11,79,3.48,896,3.89,43.5,8.11,3,8.11,150,6.35,1465,6.01,9.9,1.85,6,8.11,229,4.95,2361,4.98,53,4.94
08:00:01-09:00:00,2,5.41,302,13.32,3432,14.9,11.4,2.12,2,5.41,197,8.34,2388,9.8,29,5.41,4,5.41,499,10.78,5820,12.28,40,3.73
09:00:01-10:00:00,1,2.7,191,8.43,2332,10.13,3.7,0.69,4,10.81,234,9.9,2592,10.63,12,2.24,5,6.76,425,9.18,4924,10.39,16,1.49
10:00:01-11:00:00,4,10.81,65,2.87,873,3.79,14.8,2.76,0,0,145,6.14,1449,5.94,0,0,4,5.41,210,4.54,2322,4.9,15,1.4
11:00:01-12:00:00,2,5.41,136,6,1472,6.39,29,5.41,2,5.41,13,0.55,382,1.57,2.2,0.41,4,5.41,149,3.22,1854,3.91,31,2.89
12:00:01-13:00:00,1,2.7,90,3.97,778,3.38,12.6,2.35,3,8.11,174,7.36,1787,7.33,43.5,8.11,4,5.41,264,5.7,2565,5.41,56,5.22
13:00:01-14:00:00,5,13.51,166,7.32,1728,7.5,16,2.98,4,10.81,146,6.18,1399,5.74,58,10.81,9,12.16,312,6.74,3127,6.6,74,6.9
14:00:01-15:00:00,2,5.41,85,3.75,925,4.02,26.8,5,3,8.11,116,4.91,1295,5.31,7.8,1.45,5,6.76,201,4.34,2220,4.68,35,3.26
15:00:01-16:00:00,2,5.41,152,6.7,1375,5.97,6.4,1.19,2,5.41,83,3.51,941,3.86,11.2,2.09,4,5.41,235,5.08,2316,4.89,18,1.68
16:00:01-17:00:00,1,2.7,55,2.43,486,2.11,14.5,2.7,1,2.7,105,4.44,898,3.68,3.4,0.63,2,2.7,160,3.46,1384,2.92,18,1.68
17:00:01-18:00:00,2,5.41,66,2.91,592,2.57,29,5.41,2,5.41,170,7.19,1672,6.86,29,5.41,4,5.41,236,5.1,2264,4.78,58,5.41
18:00:01-19:00:00,3,8.11,201,8.87,1966,8.54,43.5,8.11,1,2.7,152,6.43,1431,5.87,2.6,0.48,4,5.41,353,7.62,3397,7.17,46,4.29
19:00:01-20:00:00,1,2.7,169,7.45,1632,7.09,14.5,2.7,3,8.11,124,5.25,1456,5.97,7.8,1.45,4,5.41,293,6.33,3088,6.51,22,2.05
20:00:01-21:00:00,1,2.7,120,5.29,1039,4.51,2,0.37,2,5.41,229,9.69,2216,9.09,20.6,3.84,3,4.05,349,7.54,3255,6.87,23,2.14
21:00:01-22:00:00,0,0,47,2.07,368,1.6,0,0,2,5.41,214,9.06,1954,8.02,29,5.41,2,2.7,261,5.64,2322,4.9,29,2.7
22:00:01-23:00:00,0,0,48,2.12,338,1.47,0,0,0,0,52,2.2,482,1.98,0,0,0,0,100,2.16,820,1.73,0,0
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,37,,2267,,23027,,536.5,,37,,2363,,24377,,536.5,,74,,4630,,47404,,1073,
