Route:- 6074,Date:- 10/10/2017,,,,,,,,Day:- Tuesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,4,6.15,34,0.85,276,0.77,22,6.15,0,0,0,0,0,0,0,0,4,6.15,34,0.85,276,0.77,22,6.15
06:00:01-07:00:00,5,7.69,205,5.12,1338,3.71,13.5,3.78,0,0,0,0,0,0,0,0,5,7.69,205,5.12,1338,3.71,14,3.91
07:00:01-08:00:00,5,7.69,310,7.74,2892,8.03,21.5,6.01,0,0,0,0,0,0,0,0,5,7.69,310,7.74,2892,8.03,22,6.15
08:00:01-09:00:00,2,3.08,250,6.25,2416,6.71,8.6,2.41,0,0,0,0,0,0,0,0,2,3.08,250,6.25,2416,6.71,9,2.51
09:00:01-10:00:00,3,4.62,259,6.47,2464,6.84,12.9,3.61,0,0,0,0,0,0,0,0,3,4.62,259,6.47,2464,6.84,13,3.63
10:00:01-11:00:00,3,4.62,252,6.3,2245,6.23,16.5,4.62,0,0,0,0,0,0,0,0,3,4.62,252,6.3,2245,6.23,16,4.47
11:00:01-12:00:00,2,3.08,248,6.2,2258,6.27,7.8,2.18,0,0,0,0,0,0,0,0,2,3.08,248,6.2,2258,6.27,8,2.23
12:00:01-13:00:00,2,3.08,241,6.02,2044,5.68,8.6,2.41,0,0,0,0,0,0,0,0,2,3.08,241,6.02,2044,5.68,9,2.51
13:00:01-14:00:00,3,4.62,176,4.4,1398,3.88,12.9,3.61,0,0,0,0,0,0,0,0,3,4.62,176,4.4,1398,3.88,13,3.63
14:00:01-15:00:00,3,4.62,107,2.67,959,2.66,4.8,1.34,0,0,0,0,0,0,0,0,3,4.62,107,2.67,959,2.66,5,1.4
15:00:01-16:00:00,2,3.08,78,1.95,722,2,5.6,1.57,0,0,0,0,0,0,0,0,2,3.08,78,1.95,722,2,6,1.68
16:00:01-17:00:00,3,4.62,168,4.2,1472,4.09,16.5,4.62,0,0,0,0,0,0,0,0,3,4.62,168,4.2,1472,4.09,16,4.47
17:00:01-18:00:00,3,4.62,227,5.67,1902,5.28,12.9,3.61,0,0,0,0,0,0,0,0,3,4.62,227,5.67,1902,5.28,13,3.63
18:00:01-19:00:00,4,6.15,334,8.34,3092,8.58,22,6.15,0,0,0,0,0,0,0,0,4,6.15,334,8.34,3092,8.58,22,6.15
19:00:01-20:00:00,4,6.15,249,6.22,2367,6.57,11.2,3.13,0,0,0,0,0,0,0,0,4,6.15,249,6.22,2367,6.57,11,3.07
20:00:01-21:00:00,5,7.69,320,7.99,3086,8.57,13.5,3.78,0,0,0,0,0,0,0,0,5,7.69,320,7.99,3086,8.57,14,3.91
21:00:01-22:00:00,4,6.15,240,6,2270,6.3,17.2,4.81,0,0,0,0,0,0,0,0,4,6.15,240,6,2270,6.3,17,4.75
22:00:01-23:00:00,5,7.69,241,6.02,2266,6.29,27.5,7.69,0,0,0,0,0,0,0,0,5,7.69,241,6.02,2266,6.29,28,7.82
23:00:01-24:00:00,3,4.62,64,1.6,550,1.53,12.9,3.61,0,0,0,0,0,0,0,0,3,4.62,64,1.6,550,1.53,13,3.63
,65,,4003,,36017,,357.5,,0,,0,,0,,0,,65,,4003,,36017,,358,
