Route:- 4781,Date:- 10/10/2017,,,,,,,,Day:- Tuesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,4,10.53,31,1.37,308,1.4,107.2,10.53,0,0,0,0,0,0,0,0,4,5.19,31,0.72,308,0.71,107,5.18
06:00:01-07:00:00,2,5.26,87,3.86,642,2.91,14.2,1.39,2,5.13,50,2.41,352,1.64,53.6,5.13,4,5.19,137,3.16,994,2.28,68,3.29
07:00:01-08:00:00,2,5.26,188,8.34,1483,6.72,11.8,1.16,2,5.13,140,6.74,1099,5.12,8.8,0.84,4,5.19,328,7.57,2582,5.93,21,1.02
08:00:01-09:00:00,2,5.26,161,7.14,2200,9.97,53.6,5.26,3,7.69,236,11.36,2314,10.78,29.7,2.84,5,6.49,397,9.16,4514,10.37,83,4.02
09:00:01-10:00:00,1,2.63,32,1.42,338,1.53,4.2,0.41,1,2.56,197,9.48,2649,12.34,4.2,0.4,2,2.6,229,5.29,2987,6.86,8,0.39
10:00:01-11:00:00,2,5.26,117,5.19,1047,4.75,21.6,2.12,1,2.56,88,4.23,1082,5.04,26.8,2.56,3,3.9,205,4.73,2129,4.89,48,2.33
11:00:01-12:00:00,2,5.26,145,6.43,1183,5.36,4.8,0.47,4,10.26,90,4.33,1036,4.83,42,4.02,6,7.79,235,5.42,2219,5.1,47,2.28
12:00:01-13:00:00,1,2.63,124,5.5,1242,5.63,2.7,0.27,4,10.26,122,5.87,1284,5.98,42,4.02,5,6.49,246,5.68,2526,5.8,45,2.18
13:00:01-14:00:00,3,7.89,120,5.32,1357,6.15,11.4,1.12,3,7.69,105,5.05,1123,5.23,8.4,0.8,6,7.79,225,5.19,2480,5.7,20,0.97
14:00:01-15:00:00,3,7.89,123,5.45,1099,4.98,5.4,0.53,2,5.13,65,3.13,699,3.26,14,1.34,5,6.49,188,4.34,1798,4.13,19,0.92
15:00:01-16:00:00,1,2.63,140,6.21,1252,5.67,4,0.39,2,5.13,94,4.52,978,4.56,14,1.34,3,3.9,234,5.4,2230,5.12,18,0.87
16:00:01-17:00:00,2,5.26,98,4.35,914,4.14,53.6,5.26,2,5.13,122,5.87,842,3.92,15.8,1.51,4,5.19,220,5.08,1756,4.03,69,3.34
17:00:01-18:00:00,3,7.89,125,5.54,1062,4.81,80.4,7.89,2,5.13,131,6.3,1205,5.61,19.8,1.89,5,6.49,256,5.91,2267,5.21,100,4.84
18:00:01-19:00:00,3,7.89,180,7.98,2198,9.96,80.4,7.89,1,2.56,182,8.76,2120,9.87,4.4,0.42,4,5.19,362,8.35,4318,9.92,85,4.12
19:00:01-20:00:00,2,5.26,128,5.68,1350,6.12,8.8,0.86,1,2.56,103,4.96,1202,5.6,5.5,0.53,3,3.9,231,5.33,2552,5.86,14,0.68
20:00:01-21:00:00,1,2.63,171,7.58,1882,8.53,8.6,0.84,2,5.13,113,5.44,1236,5.76,53.6,5.13,3,3.9,284,6.55,3118,7.16,62,3
21:00:01-22:00:00,2,5.26,201,8.91,1726,7.82,43.4,4.26,2,5.13,102,4.91,990,4.61,14.2,1.36,4,5.19,303,6.99,2716,6.24,58,2.81
22:00:01-23:00:00,2,5.26,82,3.64,754,3.42,8,0.79,4,10.26,92,4.43,814,3.79,38.8,3.71,6,7.79,174,4.02,1568,3.6,47,2.28
23:00:01-24:00:00,0,0,2,0.09,28,0.13,0,0,1,2.56,46,2.21,444,2.07,17.6,1.68,1,1.3,48,1.11,472,1.08,18,0.87
,38,,2255,,22065,,1018.4,,39,,2078,,21469,,1045.2,,77,,4333,,43534,,2064,
