Route:- 3870,Date:- 10/10/2017,,,,,,,,Day:- Tuesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,0,0,7,0.27,66,0.31,0,0,1,1.15,1,0.04,0,0,3.6,1.15,1,0.56,8,0.16,66,0.16,4,0.63
05:00:01-06:00:00,2,2.22,6,0.23,40,0.19,7.2,2.22,4,4.6,24,1.02,116,0.55,14.4,4.6,6,3.39,30,0.61,156,0.37,22,3.45
06:00:01-07:00:00,6,6.67,18,0.7,60,0.28,21.6,6.67,7,8.05,141,6.01,970,4.6,25.2,8.05,13,7.34,159,3.24,1030,2.44,47,7.38
07:00:01-08:00:00,5,5.56,39,1.52,270,1.28,18,5.56,10,11.49,226,9.63,1631,7.73,36,11.49,15,8.47,265,5.39,1901,4.51,54,8.48
08:00:01-09:00:00,8,8.89,69,2.69,403,1.91,28.8,8.89,6,6.9,334,14.22,3503,16.61,21.6,6.9,14,7.91,403,8.2,3906,9.26,50,7.85
09:00:01-10:00:00,6,6.67,165,6.44,1401,6.65,21.6,6.67,5,5.75,272,11.58,2824,13.39,18,5.75,11,6.21,437,8.9,4225,10.02,40,6.28
10:00:01-11:00:00,7,7.78,251,9.79,2243,10.64,25.2,7.78,4,4.6,221,9.41,2221,10.53,14.4,4.6,11,6.21,472,9.61,4464,10.59,40,6.28
11:00:01-12:00:00,4,4.44,237,9.24,1360,6.45,14.4,4.44,5,5.75,130,5.54,1382,6.55,18,5.75,9,5.08,367,7.47,2742,6.5,32,5.02
12:00:01-13:00:00,3,3.33,122,4.76,1102,5.23,10.8,3.33,3,3.45,119,5.07,1065,5.05,10.8,3.45,6,3.39,241,4.91,2167,5.14,22,3.45
13:00:01-14:00:00,5,5.56,140,5.46,1252,5.94,18,5.56,10,11.49,103,4.39,862,4.09,36,11.49,15,8.47,243,4.95,2114,5.01,54,8.48
14:00:01-15:00:00,5,5.56,171,6.67,999,4.74,18,5.56,4,4.6,85,3.62,644,3.05,14.4,4.6,9,5.08,256,5.21,1643,3.9,32,5.02
15:00:01-16:00:00,4,4.44,142,5.54,1095,5.2,14.4,4.44,5,5.75,91,3.88,678,3.22,18,5.75,9,5.08,233,4.74,1773,4.21,32,5.02
16:00:01-17:00:00,5,5.56,192,7.49,1648,7.82,18,5.56,7,8.05,101,4.3,784,3.72,7.7,2.46,12,6.78,293,5.96,2432,5.77,26,4.08
17:00:01-18:00:00,5,5.56,255,9.95,2235,10.61,18,5.56,3,3.45,93,3.96,812,3.85,10.8,3.45,8,4.52,348,7.08,3047,7.23,29,4.55
18:00:01-19:00:00,2,2.22,94,3.67,910,4.32,7.2,2.22,3,3.45,107,4.56,917,4.35,3.3,1.05,5,2.82,201,4.09,1827,4.33,10,1.57
19:00:01-20:00:00,3,3.33,195,7.61,1788,8.48,10.8,3.33,2,2.3,167,7.11,1568,7.44,7.2,2.3,5,2.82,362,7.37,3356,7.96,18,2.83
20:00:01-21:00:00,4,4.44,150,5.85,1432,6.8,14.4,4.44,2,2.3,77,3.28,648,3.07,4.8,1.53,6,3.39,227,4.62,2080,4.93,19,2.98
21:00:01-22:00:00,3,3.33,199,7.76,1823,8.65,10.8,3.33,5,5.75,50,2.13,437,2.07,18,5.75,8,4.52,249,5.07,2260,5.36,29,4.55
22:00:01-23:00:00,8,8.89,85,3.32,754,3.58,28.8,8.89,1,1.15,6,0.26,26,0.12,2.4,0.77,9,5.08,91,1.85,780,1.85,31,4.87
23:00:01-24:00:00,5,5.56,27,1.05,192,0.91,18,5.56,0,0,0,0,0,0,0,0,5,2.82,27,0.55,192,0.46,18,2.83
,90,,2564,,21073,,324,,87,,2348,,21088,,313.2,,177,,4912,,42161,,637,
