Route:- 6050,Date:- 10/18/2017,,,,,,,,Day:- Wednesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,7,5.3,76,1.89,660,1.85,18.2,5.3,6,4.44,37,0.9,300,0.82,15.6,4.44,13,4.87,113,1.39,960,1.33,34,4.9
05:00:01-06:00:00,7,5.3,41,1.02,316,0.89,18.2,5.3,9,6.67,194,4.71,1746,4.75,23.4,6.67,16,5.99,235,2.89,2062,2.85,42,6.05
06:00:01-07:00:00,12,9.09,47,1.17,380,1.07,31.2,9.09,12,8.89,280,6.8,2288,6.23,31.2,8.89,24,8.99,327,4.02,2668,3.69,62,8.93
07:00:01-08:00:00,9,6.82,71,1.77,612,1.72,23.4,6.82,11,8.15,415,10.08,3669,9.99,28.6,8.15,20,7.49,486,5.97,4281,5.92,52,7.49
08:00:01-09:00:00,8,6.06,156,3.88,1307,3.67,16,4.66,9,6.67,481,11.68,4818,13.12,23.4,6.67,17,6.37,637,7.83,6125,8.47,39,5.62
09:00:01-10:00:00,9,6.82,167,4.15,1441,4.05,23.4,6.82,8,5.93,459,11.14,4260,11.6,20.8,5.93,17,6.37,626,7.69,5701,7.88,44,6.34
10:00:01-11:00:00,6,4.55,170,4.23,1403,3.94,15.6,4.55,6,4.44,288,6.99,2516,6.85,15.6,4.44,12,4.49,458,5.63,3919,5.42,31,4.47
11:00:01-12:00:00,5,3.79,142,3.53,1256,3.53,13,3.79,7,5.19,226,5.49,2158,5.88,14,3.99,12,4.49,368,4.52,3414,4.72,27,3.89
12:00:01-13:00:00,5,3.79,176,4.38,1478,4.15,13,3.79,4,2.96,162,3.93,1453,3.96,10.4,2.96,9,3.37,338,4.15,2931,4.05,23,3.31
13:00:01-14:00:00,5,3.79,164,4.08,1408,3.95,13,3.79,5,3.7,160,3.88,1384,3.77,13,3.7,10,3.75,324,3.98,2792,3.86,26,3.75
14:00:01-15:00:00,5,3.79,229,5.7,1856,5.21,13,3.79,7,5.19,173,4.2,1453,3.96,14,3.99,12,4.49,402,4.94,3309,4.57,27,3.89
15:00:01-16:00:00,8,6.06,213,5.3,1840,5.17,20.8,6.06,4,2.96,86,2.09,793,2.16,10.4,2.96,12,4.49,299,3.67,2633,3.64,31,4.47
16:00:01-17:00:00,8,6.06,314,7.81,2850,8,20.8,6.06,7,5.19,153,3.71,1295,3.53,14,3.99,15,5.62,467,5.74,4145,5.73,35,5.04
17:00:01-18:00:00,6,4.55,347,8.63,3065,8.6,15.6,4.55,7,5.19,224,5.44,1914,5.21,18.2,5.19,13,4.87,571,7.02,4979,6.88,34,4.9
18:00:01-19:00:00,7,5.3,293,7.29,2711,7.61,18.2,5.3,5,3.7,190,4.61,1596,4.35,13,3.7,12,4.49,483,5.93,4307,5.95,31,4.47
19:00:01-20:00:00,5,3.79,462,11.49,4110,11.54,13,3.79,5,3.7,194,4.71,1662,4.53,13,3.7,10,3.75,656,8.06,5772,7.98,26,3.75
20:00:01-21:00:00,6,4.55,286,7.11,2670,7.5,15.6,4.55,5,3.7,172,4.18,1480,4.03,13,3.7,11,4.12,458,5.63,4150,5.74,29,4.18
21:00:01-22:00:00,6,4.55,237,5.9,2225,6.25,15.6,4.55,7,5.19,125,3.03,1112,3.03,18.2,5.19,13,4.87,362,4.45,3337,4.61,34,4.9
22:00:01-23:00:00,4,3.03,212,5.27,1986,5.58,10.4,3.03,5,3.7,83,2.02,689,1.88,13,3.7,9,3.37,295,3.62,2675,3.7,23,3.31
23:00:01-24:00:00,4,3.03,217,5.4,2046,5.74,10.4,3.03,6,4.44,17,0.41,136,0.37,15.6,4.44,10,3.75,234,2.88,2182,3.02,26,3.75
,132,,4020,,35620,,343.2,,135,,4119,,36722,,351,,267,,8139,,72342,,694,
