Route:- 3310,Date:- 10/18/2017,,,,,,,,Day:- Wednesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,1,3.45,0,0,0,0,9,3.45,0,0,0,0,0,0,0,0,1,1.75,0,0,0,0,9,1.75
06:00:01-07:00:00,4,13.79,111,9.42,968,7.8,36,13.79,2,7.14,27,2.36,294,2.31,18,7.14,6,10.53,138,5.94,1262,5.03,54,10.53
07:00:01-08:00:00,3,10.34,93,7.89,1094,8.82,15,5.75,4,14.29,130,11.36,1304,10.27,36,14.29,7,12.28,223,9.6,2398,9.55,51,9.94
08:00:01-09:00:00,1,3.45,117,9.93,1322,10.66,4,1.53,2,7.14,93,8.13,1392,10.96,18,7.14,3,5.26,210,9.04,2714,10.81,22,4.29
09:00:01-10:00:00,3,10.34,110,9.34,1202,9.69,27,10.34,2,7.14,52,4.55,610,4.8,3.6,1.43,5,8.77,162,6.98,1812,7.22,31,6.04
10:00:01-11:00:00,2,6.9,49,4.16,582,4.69,18,6.9,1,3.57,47,4.11,464,3.65,5.2,2.06,3,5.26,96,4.13,1046,4.17,23,4.48
11:00:01-12:00:00,1,3.45,54,4.58,539,4.35,7.9,3.03,2,7.14,64,5.59,547,4.31,18,7.14,3,5.26,118,5.08,1086,4.33,26,5.07
12:00:01-13:00:00,1,3.45,85,7.22,957,7.72,1.8,0.69,2,7.14,24,2.1,282,2.22,4.4,1.75,3,5.26,109,4.69,1239,4.94,6,1.17
13:00:01-14:00:00,2,6.9,79,6.71,888,7.16,7.8,2.99,1,3.57,54,4.72,714,5.62,9,3.57,3,5.26,133,5.73,1602,6.38,17,3.31
14:00:01-15:00:00,3,10.34,60,5.09,657,5.3,27,10.34,2,7.14,66,5.77,665,5.24,8,3.17,5,8.77,126,5.43,1322,5.27,35,6.82
15:00:01-16:00:00,2,6.9,28,2.38,266,2.14,4.8,1.84,1,3.57,79,6.91,742,5.84,9,3.57,3,5.26,107,4.61,1008,4.02,14,2.73
16:00:01-17:00:00,2,6.9,93,7.89,976,7.87,3.6,1.38,2,7.14,134,11.71,1410,11.1,18,7.14,4,7.02,227,9.78,2386,9.5,22,4.29
17:00:01-18:00:00,1,3.45,49,4.16,612,4.93,3,1.15,2,7.14,61,5.33,789,6.21,18,7.14,3,5.26,110,4.74,1401,5.58,21,4.09
18:00:01-19:00:00,1,3.45,19,1.61,180,1.45,9,3.45,1,3.57,93,8.13,1080,8.5,2.8,1.11,2,3.51,112,4.82,1260,5.02,12,2.34
19:00:01-20:00:00,0,0,134,11.38,1208,9.74,0,0,1,3.57,50,4.37,492,3.87,9,3.57,1,1.75,184,7.92,1700,6.77,9,1.75
20:00:01-21:00:00,2,6.9,88,7.47,884,7.13,18,6.9,2,7.14,82,7.17,960,7.56,15.8,6.27,4,7.02,170,7.32,1844,7.35,34,6.63
21:00:01-22:00:00,0,0,9,0.76,68,0.55,0,0,1,3.57,69,6.03,760,5.98,4,1.59,1,1.75,78,3.36,828,3.3,4,0.78
22:00:01-23:00:00,0,0,0,0,0,0,0,0,0,0,19,1.66,196,1.54,0,0,0,0,19,0.82,196,0.78,0,0
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,29,,1178,,12403,,261,,28,,1144,,12701,,252,,57,,2322,,25104,,513,
