Route:- 4781,Date:- 10/18/2017,,,,,,,,Day:- Wednesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,1,2.17,0,0,0,0,26.8,2.17,0,0,0,0,0,0,0,0,1,1.02,0,0,0,0,27,1.03
05:00:01-06:00:00,1,2.17,10,0.49,38,0.17,3.5,0.28,0,0,0,0,0,0,0,0,1,1.02,10,0.24,38,0.08,4,0.15
06:00:01-07:00:00,3,6.52,68,3.35,614,2.77,21,1.7,2,3.85,31,1.4,328,1.32,53.6,3.85,5,5.1,99,2.33,942,2,75,2.86
07:00:01-08:00:00,5,10.87,159,7.83,1589,7.17,22,1.78,3,5.77,81,3.65,696,2.8,23.7,1.7,8,8.16,240,5.65,2285,4.86,46,1.75
08:00:01-09:00:00,1,2.17,210,10.34,2194,9.9,26.8,2.17,3,5.77,182,8.21,2088,8.41,21,1.51,4,4.08,392,9.23,4282,9.11,48,1.83
09:00:01-10:00:00,2,4.35,61,3,606,2.73,7.4,0.6,3,5.77,264,11.9,3310,13.33,8.4,0.6,5,5.1,325,7.65,3916,8.33,16,0.61
10:00:01-11:00:00,3,6.52,127,6.26,1582,7.14,43.5,3.53,1,1.92,50,2.25,475,1.91,26.8,1.92,4,4.08,177,4.17,2057,4.38,70,2.67
11:00:01-12:00:00,2,4.35,81,3.99,853,3.85,5.4,0.44,9,17.31,216,9.74,2284,9.19,63.9,4.59,11,11.22,297,6.99,3137,6.67,69,2.63
12:00:01-13:00:00,3,6.52,81,3.99,799,3.61,19.2,1.56,4,7.69,106,4.78,926,3.73,11.2,0.8,7,7.14,187,4.4,1725,3.67,30,1.14
13:00:01-14:00:00,3,6.52,83,4.09,828,3.74,21.3,1.73,2,3.85,97,4.37,1086,4.37,10.2,0.73,5,5.1,180,4.24,1914,4.07,31,1.18
14:00:01-15:00:00,3,6.52,94,4.63,1065,4.81,29.1,2.36,2,3.85,74,3.34,965,3.88,5.6,0.4,5,5.1,168,3.95,2030,4.32,35,1.33
15:00:01-16:00:00,2,4.35,115,5.67,1144,5.16,11.2,0.91,4,7.69,88,3.97,966,3.89,28.4,2.04,6,6.12,203,4.78,2110,4.49,40,1.52
16:00:01-17:00:00,2,4.35,148,7.29,1650,7.45,53.6,4.35,2,3.85,140,6.31,1605,6.46,23.4,1.68,4,4.08,288,6.78,3255,6.93,77,2.93
17:00:01-18:00:00,4,8.7,89,4.38,1148,5.18,14,1.14,3,5.77,215,9.69,2341,9.42,19.5,1.4,7,7.14,304,7.16,3489,7.42,34,1.29
18:00:01-19:00:00,2,4.35,151,7.44,1852,8.36,53.6,4.35,1,1.92,233,10.5,2988,12.03,10.5,0.75,3,3.06,384,9.04,4840,10.3,64,2.44
19:00:01-20:00:00,3,6.52,210,10.34,2560,11.55,80.4,6.52,2,3.85,132,5.95,1614,6.5,8.4,0.6,5,5.1,342,8.05,4174,8.88,89,3.39
20:00:01-21:00:00,2,4.35,216,10.64,2244,10.13,35.6,2.89,2,3.85,99,4.46,1197,4.82,53.6,3.85,4,4.08,315,7.42,3441,7.32,89,3.39
21:00:01-22:00:00,2,4.35,74,3.65,841,3.8,32.6,2.64,4,7.69,64,2.89,664,2.67,11.6,0.83,6,6.12,138,3.25,1505,3.2,44,1.68
22:00:01-23:00:00,2,4.35,48,2.36,484,2.18,8,0.65,4,7.69,91,4.1,846,3.41,11.6,0.83,6,6.12,139,3.27,1330,2.83,20,0.76
23:00:01-24:00:00,0,0,5,0.25,68,0.31,0,0,1,1.92,55,2.48,461,1.86,2.7,0.19,1,1.02,60,1.41,529,1.13,3,0.11
,46,,2030,,22159,,1232.8,,52,,2218,,24840,,1393.6,,98,,4248,,46999,,2626,
