Route:- 6120,Date:- 10/18/2017,,,,,,,,Day:- Wednesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,0,0,0,0,0,0,0,0,1,2.7,4,0.58,20,0.32,2.8,2.7,1,1.43,4,0.27,20,0.16,3,1.53
06:00:01-07:00:00,3,9.09,4,0.5,34,0.54,8.4,9.09,3,8.11,22,3.17,214,3.47,5.4,5.21,6,8.57,26,1.73,248,1.98,14,7.14
07:00:01-08:00:00,2,6.06,14,1.74,106,1.67,5.6,6.06,5,13.51,40,5.76,302,4.9,14,13.51,7,10,54,3.6,408,3.27,20,10.2
08:00:01-09:00:00,4,12.12,23,2.85,180,2.84,11.2,12.12,3,8.11,111,15.99,1086,17.62,5.4,5.21,7,10,134,8.93,1266,10.13,17,8.67
09:00:01-10:00:00,2,6.06,23,2.85,142,2.24,5.6,6.06,1,2.7,93,13.4,850,13.79,2.8,2.7,3,4.29,116,7.73,992,7.94,8,4.08
10:00:01-11:00:00,4,12.12,45,5.58,350,5.53,11.2,12.12,4,10.81,118,17,986,16,11.2,10.81,8,11.43,163,10.87,1336,10.69,22,11.22
11:00:01-12:00:00,2,6.06,41,5.09,336,5.31,5.6,6.06,3,8.11,58,8.36,503,8.16,8.4,8.11,5,7.14,99,6.6,839,6.71,14,7.14
12:00:01-13:00:00,1,3.03,29,3.6,235,3.71,2.8,3.03,3,8.11,41,5.91,427,6.93,8.4,8.11,4,5.71,70,4.67,662,5.3,11,5.61
13:00:01-14:00:00,3,9.09,58,7.2,474,7.49,8.4,9.09,1,2.7,26,3.75,249,4.04,2.8,2.7,4,5.71,84,5.6,723,5.79,11,5.61
14:00:01-15:00:00,0,0,18,2.23,154,2.43,0,0,1,2.7,5,0.72,42,0.68,2.8,2.7,1,1.43,23,1.53,196,1.57,3,1.53
15:00:01-16:00:00,2,6.06,51,6.33,480,7.58,5.6,6.06,1,2.7,8,1.15,72,1.17,2.8,2.7,3,4.29,59,3.93,552,4.42,8,4.08
16:00:01-17:00:00,3,9.09,36,4.47,284,4.49,8.4,9.09,2,5.41,24,3.46,194,3.15,5.6,5.41,5,7.14,60,4,478,3.83,14,7.14
17:00:01-18:00:00,0,0,77,9.55,534,8.43,0,0,2,5.41,52,7.49,464,7.53,5.6,5.41,2,2.86,129,8.6,998,7.99,6,3.06
18:00:01-19:00:00,1,3.03,52,6.45,434,6.85,2.8,3.03,1,2.7,0,0,0,0,2.8,2.7,2,2.86,52,3.47,434,3.47,6,3.06
19:00:01-20:00:00,1,3.03,32,3.97,266,4.2,2.8,3.03,0,0,32,4.61,267,4.33,0,0,1,1.43,64,4.27,533,4.27,3,1.53
20:00:01-21:00:00,2,6.06,107,13.28,853,13.47,5.6,6.06,2,5.41,5,0.72,36,0.58,5.6,5.41,4,5.71,112,7.47,889,7.11,11,5.61
21:00:01-22:00:00,2,6.06,134,16.63,998,15.76,5.6,6.06,2,5.41,41,5.91,341,5.53,5.6,5.41,4,5.71,175,11.67,1339,10.72,11,5.61
22:00:01-23:00:00,1,3.03,62,7.69,472,7.45,1.5,1.62,1,2.7,13,1.87,102,1.66,2.8,2.7,2,2.86,75,5,574,4.59,4,2.04
23:00:01-24:00:00,0,0,0,0,0,0,0,0,1,2.7,1,0.14,8,0.13,2.8,2.7,1,1.43,1,0.07,8,0.06,3,1.53
,33,,806,,6332,,92.4,,37,,694,,6163,,103.6,,70,,1500,,12495,,196,
