Route:- 3400,Date:- 10/18/2017,,,,,,,,Day:- Wednesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
06:00:01-07:00:00,3,7.89,102,4.59,1102,4.74,25.8,7.89,0,0,0,0,0,0,0,0,3,3.95,102,2.33,1102,2.41,26,3.98
07:00:01-08:00:00,3,7.89,132,5.94,1391,5.98,12.9,3.95,4,10.53,174,8.05,1680,7.46,34.4,10.53,7,9.21,306,6.98,3071,6.71,47,7.19
08:00:01-09:00:00,3,7.89,188,8.46,2004,8.62,25.8,7.89,5,13.16,326,15.09,3436,15.25,20,6.12,8,10.53,514,11.73,5440,11.88,46,7.03
09:00:01-10:00:00,4,10.53,137,6.17,1670,7.18,34.4,10.53,2,5.26,241,11.15,2498,11.09,8,2.45,6,7.89,378,8.63,4168,9.1,42,6.42
10:00:01-11:00:00,3,7.89,267,12.02,2844,12.23,20.4,6.24,2,5.26,83,3.84,882,3.91,17.2,5.26,5,6.58,350,7.99,3726,8.14,38,5.81
11:00:01-12:00:00,1,2.63,18,0.81,175,0.75,8.6,2.63,3,7.89,207,9.58,2298,10.2,20.4,6.24,4,5.26,225,5.13,2473,5.4,29,4.43
12:00:01-13:00:00,3,7.89,137,6.17,1380,5.94,12,3.67,1,2.63,43,1.99,392,1.74,8.6,2.63,4,5.26,180,4.11,1772,3.87,21,3.21
13:00:01-14:00:00,3,7.89,108,4.86,1042,4.48,10.8,3.3,2,5.26,103,4.77,1005,4.46,6.6,2.02,5,6.58,211,4.82,2047,4.47,17,2.6
14:00:01-15:00:00,1,2.63,72,3.24,694,2.98,4,1.22,2,5.26,89,4.12,831,3.69,17.2,5.26,3,3.95,161,3.67,1525,3.33,21,3.21
15:00:01-16:00:00,3,7.89,188,8.46,1987,8.55,24.6,7.53,4,10.53,144,6.66,1427,6.33,34.4,10.53,7,9.21,332,7.58,3414,7.46,59,9.02
16:00:01-17:00:00,3,7.89,137,6.17,1439,6.19,25.8,7.89,3,7.89,160,7.4,1652,7.33,12.6,3.86,6,7.89,297,6.78,3091,6.75,38,5.81
17:00:01-18:00:00,1,2.63,138,6.21,1482,6.37,2.4,0.73,1,2.63,161,7.45,1770,7.86,4,1.22,2,2.63,299,6.82,3252,7.1,6,0.92
18:00:01-19:00:00,1,2.63,210,9.46,2284,9.82,1.8,0.55,1,2.63,66,3.05,750,3.33,8.6,2.63,2,2.63,276,6.3,3034,6.63,10,1.53
19:00:01-20:00:00,1,2.63,204,9.19,2096,9.02,8.6,2.63,0,0,120,5.55,1340,5.95,0,0,1,1.32,324,7.39,3436,7.51,9,1.38
20:00:01-21:00:00,0,0,44,1.98,434,1.87,0,0,2,5.26,118,5.46,1326,5.89,9.2,2.82,2,2.63,162,3.7,1760,3.84,9,1.38
21:00:01-22:00:00,2,5.26,42,1.89,382,1.64,17.2,5.26,1,2.63,23,1.06,208,0.92,1.8,0.55,3,3.95,65,1.48,590,1.29,19,2.91
22:00:01-23:00:00,3,7.89,97,4.37,844,3.63,7.2,2.2,4,10.53,43,1.99,362,1.61,16,4.9,7,9.21,140,3.19,1206,2.63,23,3.52
23:00:01-24:00:00,0,0,0,0,0,0,0,0,1,2.63,60,2.78,672,2.98,4,1.22,1,1.32,60,1.37,672,1.47,4,0.61
,38,,2221,,23250,,326.8,,38,,2161,,22529,,326.8,,76,,4382,,45779,,654,
