Route:- 6074,Date:- 10/04/2017,,,,,,,,Day:- Wednesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,1,1.33,116,2.97,1130,3.29,5.5,1.33,0,0,0,0,0,0,0,0,1,1.33,116,2.97,1130,3.29,6,1.46
05:00:01-06:00:00,2,2.67,26,0.67,108,0.31,11,2.67,0,0,0,0,0,0,0,0,2,2.67,26,0.67,108,0.31,11,2.67
06:00:01-07:00:00,10,13.33,260,6.66,1879,5.47,43,10.42,0,0,0,0,0,0,0,0,10,13.33,260,6.66,1879,5.47,43,10.44
07:00:01-08:00:00,8,10.67,379,9.71,3119,9.08,24.8,6.01,0,0,0,0,0,0,0,0,8,10.67,379,9.71,3119,9.08,25,6.07
08:00:01-09:00:00,4,5.33,357,9.14,3520,10.25,4.8,1.16,0,0,0,0,0,0,0,0,4,5.33,357,9.14,3520,10.25,5,1.21
09:00:01-10:00:00,3,4,330,8.45,3130,9.11,9.3,2.25,0,0,0,0,0,0,0,0,3,4,330,8.45,3130,9.11,9,2.18
10:00:01-11:00:00,3,4,142,3.64,1168,3.4,8.1,1.96,0,0,0,0,0,0,0,0,3,4,142,3.64,1168,3.4,8,1.94
11:00:01-12:00:00,3,4,165,4.23,1415,4.12,9.3,2.25,0,0,0,0,0,0,0,0,3,4,165,4.23,1415,4.12,9,2.18
12:00:01-13:00:00,4,5.33,293,7.5,2273,6.62,17.2,4.17,0,0,0,0,0,0,0,0,4,5.33,293,7.5,2273,6.62,17,4.13
13:00:01-14:00:00,3,4,177,4.53,1468,4.27,8.4,2.04,0,0,0,0,0,0,0,0,3,4,177,4.53,1468,4.27,8,1.94
14:00:01-15:00:00,5,6.67,156,3.99,1369,3.99,27.5,6.67,0,0,0,0,0,0,0,0,5,6.67,156,3.99,1369,3.99,28,6.8
15:00:01-16:00:00,5,6.67,198,5.07,1822,5.31,27.5,6.67,0,0,0,0,0,0,0,0,5,6.67,198,5.07,1822,5.31,28,6.8
16:00:01-17:00:00,5,6.67,206,5.28,1793,5.22,13.5,3.27,0,0,0,0,0,0,0,0,5,6.67,206,5.28,1793,5.22,14,3.4
17:00:01-18:00:00,0,0,132,3.38,1164,3.39,0,0,0,0,0,0,0,0,0,0,0,0,132,3.38,1164,3.39,0,0
18:00:01-19:00:00,3,4,162,4.15,1443,4.2,16.5,4,0,0,0,0,0,0,0,0,3,4,162,4.15,1443,4.2,16,3.88
19:00:01-20:00:00,4,5.33,270,6.91,2554,7.44,10.8,2.62,0,0,0,0,0,0,0,0,4,5.33,270,6.91,2554,7.44,11,2.67
20:00:01-21:00:00,3,4,209,5.35,1964,5.72,12.9,3.13,0,0,0,0,0,0,0,0,3,4,209,5.35,1964,5.72,13,3.16
21:00:01-22:00:00,2,2.67,169,4.33,1610,4.69,5.4,1.31,0,0,0,0,0,0,0,0,2,2.67,169,4.33,1610,4.69,5,1.21
22:00:01-23:00:00,5,6.67,119,3.05,1098,3.2,13.5,3.27,0,0,0,0,0,0,0,0,5,6.67,119,3.05,1098,3.2,14,3.4
23:00:01-24:00:00,2,2.67,39,1,315,0.92,11,2.67,0,0,0,0,0,0,0,0,2,2.67,39,1,315,0.92,11,2.67
,75,,3905,,34342,,412.5,,0,,0,,0,,0,,75,,3905,,34342,,412,
