Route:- 3870,Date:- 10/04/2017,,,,,,,,Day:- Wednesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,1,1.16,1,0.04,0,0,3.6,1.16,1,1.09,1,0.04,0,0,3.6,1.09,2,1.12,2,0.04,0,0,7,1.09
05:00:01-06:00:00,1,1.16,6,0.24,30,0.15,3.6,1.16,4,4.35,35,1.55,290,1.45,14.4,4.35,5,2.81,41,0.87,320,0.79,18,2.81
06:00:01-07:00:00,3,3.49,20,0.81,78,0.38,10.8,3.49,5,5.43,102,4.53,869,4.35,18,5.43,8,4.49,122,2.59,947,2.34,29,4.52
07:00:01-08:00:00,6,6.98,52,2.12,436,2.13,21.6,6.98,11,11.96,280,12.42,2441,12.21,39.6,11.96,17,9.55,332,7.05,2877,7.11,61,9.52
08:00:01-09:00:00,8,9.3,108,4.4,924,4.51,19.2,6.2,6,6.52,293,13,3166,15.84,21.6,6.52,14,7.87,401,8.51,4090,10.11,41,6.4
09:00:01-10:00:00,5,5.81,149,6.07,1202,5.87,18,5.81,8,8.7,234,10.38,2360,11.81,28.8,8.7,13,7.3,383,8.13,3562,8.81,47,7.33
10:00:01-11:00:00,6,6.98,188,7.65,1742,8.51,21.6,6.98,3,3.26,196,8.7,2164,10.83,10.8,3.26,9,5.06,384,8.15,3906,9.66,32,4.99
11:00:01-12:00:00,5,5.81,200,8.14,1593,7.78,18,5.81,4,4.35,131,5.81,1407,7.04,14.4,4.35,9,5.06,331,7.03,3000,7.42,32,4.99
12:00:01-13:00:00,5,5.81,99,4.03,842,4.11,18,5.81,2,2.17,104,4.61,1065,5.33,7.2,2.17,7,3.93,203,4.31,1907,4.71,25,3.9
13:00:01-14:00:00,4,4.65,138,5.62,1318,6.44,10,3.23,6,6.52,121,5.37,798,3.99,21.6,6.52,10,5.62,259,5.5,2116,5.23,32,4.99
14:00:01-15:00:00,3,3.49,105,4.28,926,4.52,10.8,3.49,6,6.52,165,7.32,829,4.15,21.6,6.52,9,5.06,270,5.73,1755,4.34,32,4.99
15:00:01-16:00:00,3,3.49,88,3.58,654,3.2,10.8,3.49,3,3.26,32,1.42,256,1.28,10.8,3.26,6,3.37,120,2.55,910,2.25,22,3.43
16:00:01-17:00:00,5,5.81,129,5.25,847,4.14,18,5.81,7,7.61,65,2.88,428,2.14,25.2,7.61,12,6.74,194,4.12,1275,3.15,43,6.71
17:00:01-18:00:00,2,2.33,125,5.09,992,4.85,6.4,2.07,3,3.26,93,4.13,682,3.41,10.8,3.26,5,2.81,218,4.63,1674,4.14,17,2.65
18:00:01-19:00:00,4,4.65,208,8.47,1680,8.21,14.4,4.65,3,3.26,129,5.72,1094,5.47,10.8,3.26,7,3.93,337,7.15,2774,6.86,25,3.9
19:00:01-20:00:00,4,4.65,211,8.59,1994,9.74,14.4,4.65,3,3.26,92,4.08,798,3.99,10.8,3.26,7,3.93,303,6.43,2792,6.9,25,3.9
20:00:01-21:00:00,5,5.81,201,8.18,1832,8.95,18,5.81,5,5.43,102,4.53,840,4.2,18,5.43,10,5.62,303,6.43,2672,6.61,36,5.62
21:00:01-22:00:00,6,6.98,219,8.92,1861,9.09,21.6,6.98,4,4.35,46,2.04,292,1.46,14.4,4.35,10,5.62,265,5.63,2153,5.32,36,5.62
22:00:01-23:00:00,6,6.98,168,6.84,1246,6.09,21.6,6.98,7,7.61,29,1.29,192,0.96,25.2,7.61,13,7.3,197,4.18,1438,3.55,47,7.33
23:00:01-24:00:00,4,4.65,41,1.67,270,1.32,14.4,4.65,1,1.09,4,0.18,16,0.08,3.6,1.09,5,2.81,45,0.96,286,0.71,18,2.81
,86,,2456,,20467,,309.6,,92,,2254,,19987,,331.2,,178,,4710,,40454,,641,
