Route:- 3860,Date:- 10/04/2017,,,,,,,,Day:- Wednesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
06:00:01-07:00:00,4,6.67,10,0.82,78,0.71,28,6.67,7,11.67,76,8.15,685,8.02,49,11.67,11,9.17,86,4,763,3.9,77,9.17
07:00:01-08:00:00,5,8.33,51,4.19,369,3.35,35,8.33,5,8.33,85,9.11,804,9.42,35,8.33,10,8.33,136,6.33,1173,6,70,8.33
08:00:01-09:00:00,5,8.33,82,6.74,762,6.92,35,8.33,5,8.33,72,7.72,755,8.84,35,8.33,10,8.33,154,7.17,1517,7.76,70,8.33
09:00:01-10:00:00,2,3.33,100,8.22,936,8.5,14,3.33,5,8.33,66,7.07,484,5.67,35,8.33,7,5.83,166,7.72,1420,7.26,49,5.83
10:00:01-11:00:00,4,6.67,155,12.75,1585,14.39,28,6.67,2,3.33,67,7.18,669,7.84,9.8,2.33,6,5,222,10.33,2254,11.53,38,4.52
11:00:01-12:00:00,3,5,78,6.41,700,6.35,21,5,3,5,15,1.61,134,1.57,21,5,6,5,93,4.33,834,4.27,42,5
12:00:01-13:00:00,4,6.67,119,9.79,953,8.65,28,6.67,2,3.33,69,7.4,536,6.28,9.6,2.29,6,5,188,8.75,1489,7.62,38,4.52
13:00:01-14:00:00,5,8.33,71,5.84,653,5.93,35,8.33,6,10,73,7.82,652,7.64,42,10,11,9.17,144,6.7,1305,6.67,77,9.17
14:00:01-15:00:00,6,10,87,7.15,692,6.28,24,5.71,4,6.67,17,1.82,136,1.59,28,6.67,10,8.33,104,4.84,828,4.24,52,6.19
15:00:01-16:00:00,3,5,69,5.67,665,6.04,12,2.86,2,3.33,20,2.14,206,2.41,2.2,0.52,5,4.17,89,4.14,871,4.46,14,1.67
16:00:01-17:00:00,1,1.67,36,2.96,324,2.94,1.1,0.26,5,8.33,62,6.65,628,7.36,35,8.33,6,5,98,4.56,952,4.87,36,4.29
17:00:01-18:00:00,6,10,103,8.47,962,8.73,42,10,3,5,33,3.54,326,3.82,21,5,9,7.5,136,6.33,1288,6.59,63,7.5
18:00:01-19:00:00,2,3.33,54,4.44,473,4.29,14,3.33,3,5,144,15.43,1334,15.63,21,5,5,4.17,198,9.21,1807,9.24,35,4.17
19:00:01-20:00:00,2,3.33,66,5.43,619,5.62,14,3.33,3,5,84,9,746,8.74,21,5,5,4.17,150,6.98,1365,6.98,35,4.17
20:00:01-21:00:00,3,5,82,6.74,750,6.81,21,5,2,3.33,37,3.97,329,3.85,6.4,1.52,5,4.17,119,5.54,1079,5.52,27,3.21
21:00:01-22:00:00,5,8.33,41,3.37,376,3.41,35,8.33,1,1.67,12,1.29,104,1.22,3.6,0.86,6,5,53,2.47,480,2.46,39,4.64
22:00:01-23:00:00,0,0,12,0.99,118,1.07,0,0,2,3.33,1,0.11,8,0.09,14,3.33,2,1.67,13,0.6,126,0.64,14,1.67
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,60,,1216,,11015,,420,,60,,933,,8536,,420,,120,,2149,,19551,,840,
