Route:- 6020,Date:- 10/04/2017,,,,,,,,Day:- Wednesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,2,1.54,7,0.14,34,0.07,10.4,1.54,0,0,0,0,0,0,0,0,2,0.78,7,0.07,34,0.04,10,0.75
06:00:01-07:00:00,6,4.62,247,4.86,2375,4.59,18,2.66,5,3.97,46,1.04,366,0.87,26,3.97,11,4.3,293,3.09,2741,2.92,44,3.31
07:00:01-08:00:00,11,8.46,456,8.97,4790,9.27,57.2,8.46,7,5.56,168,3.81,1427,3.38,36.4,5.56,18,7.03,624,6.57,6217,6.62,94,7.06
08:00:01-09:00:00,9,6.92,581,11.43,6206,12.01,46.8,6.92,10,7.94,189,4.29,1614,3.82,40,6.11,19,7.42,770,8.11,7820,8.33,87,6.54
09:00:01-10:00:00,10,7.69,635,12.5,6870,13.29,52,7.69,9,7.14,139,3.15,1280,3.03,46.8,7.14,19,7.42,774,8.16,8150,8.68,99,7.44
10:00:01-11:00:00,8,6.15,479,9.43,5512,10.66,41.6,6.15,7,5.56,115,2.61,1300,3.08,36.4,5.56,15,5.86,594,6.26,6812,7.25,78,5.86
11:00:01-12:00:00,6,4.62,342,6.73,3596,6.96,31.2,4.62,7,5.56,135,3.06,1433,3.39,36.4,5.56,13,5.08,477,5.03,5029,5.36,68,5.11
12:00:01-13:00:00,4,3.08,322,6.34,3560,6.89,16,2.37,6,4.76,168,3.81,1618,3.83,31.2,4.76,10,3.91,490,5.16,5178,5.51,47,3.53
13:00:01-14:00:00,6,4.62,199,3.92,1943,3.76,31.2,4.62,7,5.56,157,3.56,1508,3.57,21,3.21,13,5.08,356,3.75,3451,3.68,52,3.91
14:00:01-15:00:00,8,6.15,241,4.74,2215,4.29,41.6,6.15,4,3.17,108,2.45,1013,2.4,12,1.83,12,4.69,349,3.68,3228,3.44,54,4.06
15:00:01-16:00:00,5,3.85,115,2.26,1048,2.03,21,3.11,8,6.35,282,6.4,2651,6.28,41.6,6.35,13,5.08,397,4.18,3699,3.94,63,4.73
16:00:01-17:00:00,11,8.46,165,3.25,1607,3.11,57.2,8.46,7,5.56,196,4.45,1782,4.22,6.3,0.96,18,7.03,361,3.8,3389,3.61,64,4.81
17:00:01-18:00:00,8,6.15,279,5.49,2518,4.87,41.6,6.15,11,8.73,448,10.16,4182,9.91,46.2,7.05,19,7.42,727,7.66,6700,7.14,88,6.61
18:00:01-19:00:00,11,8.46,274,5.39,2476,4.79,57.2,8.46,8,6.35,668,15.15,6673,15.81,33.6,5.13,19,7.42,942,9.93,9149,9.74,91,6.84
19:00:01-20:00:00,7,5.38,279,5.49,2568,4.97,36.4,5.38,9,7.14,524,11.88,5004,11.85,37.8,5.77,16,6.25,803,8.46,7572,8.06,74,5.56
20:00:01-21:00:00,10,7.69,182,3.58,1658,3.21,52,7.69,10,7.94,499,11.32,4988,11.82,42,6.41,20,7.81,681,7.18,6646,7.08,94,7.06
21:00:01-22:00:00,7,5.38,217,4.27,2086,4.04,29.4,4.35,6,4.76,344,7.8,3306,7.83,18,2.75,13,5.08,561,5.91,5392,5.74,47,3.53
22:00:01-23:00:00,1,0.77,62,1.22,626,1.21,3,0.44,5,3.97,194,4.4,1780,4.22,21,3.21,6,2.34,256,2.7,2406,2.56,24,1.8
23:00:01-24:00:00,0,0,0,0,0,0,0,0,0,0,29,0.66,288,0.68,0,0,0,0,29,0.31,288,0.31,0,0
,130,,5082,,51688,,676,,126,,4409,,42213,,655.2,,256,,9491,,93901,,1331,
