Route:- 6050,Date:- 10/04/2017,,,,,,,,Day:- Wednesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,10,6.99,154,3.34,1270,3.22,26,6.99,7,5.19,51,1.36,404,1.24,18.2,5.19,17,6.12,205,2.45,1674,2.33,44,6.09
05:00:01-06:00:00,7,4.9,33,0.72,252,0.64,18.2,4.9,9,6.67,167,4.45,1353,4.17,23.4,6.67,16,5.76,200,2.39,1605,2.23,42,5.81
06:00:01-07:00:00,8,5.59,38,0.82,288,0.73,20.8,5.59,8,5.93,295,7.86,2146,6.61,20.8,5.93,16,5.76,333,3.98,2434,3.38,42,5.81
07:00:01-08:00:00,7,4.9,148,3.21,899,2.28,18.2,4.9,5,3.7,229,6.1,2103,6.48,13,3.7,12,4.32,377,4.51,3002,4.17,31,4.29
08:00:01-09:00:00,5,3.5,148,3.21,1188,3.01,13,3.5,7,5.19,401,10.68,3978,12.25,18.2,5.19,12,4.32,549,6.56,5166,7.18,31,4.29
09:00:01-10:00:00,9,6.29,168,3.64,1252,3.17,18,4.84,7,5.19,364,9.7,3373,10.39,18.2,5.19,16,5.76,532,6.36,4625,6.43,36,4.98
10:00:01-11:00:00,8,5.59,205,4.44,1458,3.69,20.8,5.59,8,5.93,319,8.5,2916,8.98,20.8,5.93,16,5.76,524,6.26,4374,6.08,42,5.81
11:00:01-12:00:00,7,4.9,210,4.55,1735,4.39,18.2,4.9,7,5.19,322,8.58,2818,8.68,14,3.99,14,5.04,532,6.36,4553,6.33,32,4.43
12:00:01-13:00:00,4,2.8,123,2.67,1070,2.71,10.4,2.8,3,2.22,179,4.77,1517,4.67,6,1.71,7,2.52,302,3.61,2587,3.6,16,2.21
13:00:01-14:00:00,5,3.5,259,5.61,2220,5.62,13,3.5,6,4.44,164,4.37,1409,4.34,15.6,4.44,11,3.96,423,5.06,3629,5.04,29,4.01
14:00:01-15:00:00,4,2.8,206,4.46,1796,4.55,8,2.15,4,2.96,155,4.13,1398,4.31,10.4,2.96,8,2.88,361,4.31,3194,4.44,18,2.49
15:00:01-16:00:00,6,4.2,233,5.05,1989,5.04,15.6,4.2,6,4.44,93,2.48,752,2.32,15.6,4.44,12,4.32,326,3.9,2741,3.81,31,4.29
16:00:01-17:00:00,10,6.99,341,7.39,2883,7.3,26,6.99,8,5.93,105,2.8,810,2.5,16,4.56,18,6.47,446,5.33,3693,5.13,42,5.81
17:00:01-18:00:00,11,7.69,351,7.61,3018,7.64,28.6,7.69,9,6.67,209,5.57,1649,5.08,23.4,6.67,20,7.19,560,6.69,4667,6.49,52,7.19
18:00:01-19:00:00,5,3.5,301,6.52,2779,7.04,13,3.5,6,4.44,140,3.73,1168,3.6,12,3.42,11,3.96,441,5.27,3947,5.49,25,3.46
19:00:01-20:00:00,9,6.29,445,9.64,3923,9.93,23.4,6.29,6,4.44,155,4.13,1300,4,15.6,4.44,15,5.4,600,7.17,5223,7.26,39,5.39
20:00:01-21:00:00,9,6.29,373,8.08,3368,8.53,18,4.84,9,6.67,166,4.42,1380,4.25,23.4,6.67,18,6.47,539,6.44,4748,6.6,41,5.67
21:00:01-22:00:00,7,4.9,357,7.74,3245,8.22,18.2,4.9,8,5.93,154,4.1,1290,3.97,20.8,5.93,15,5.4,511,6.11,4535,6.3,39,5.39
22:00:01-23:00:00,5,3.5,275,5.96,2621,6.64,13,3.5,6,4.44,65,1.73,522,1.61,12,3.42,11,3.96,340,4.06,3143,4.37,25,3.46
23:00:01-24:00:00,7,4.9,246,5.33,2243,5.68,18.2,4.9,6,4.44,20,0.53,176,0.54,15.6,4.44,13,4.68,266,3.18,2419,3.36,34,4.7
,143,,4614,,39497,,371.8,,135,,3753,,32462,,351,,278,,8367,,71959,,723,
