Route:- 4781,Date:- 10/06/2017,,,,,,,,Day:- Friday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,1,2.63,22,1.11,164,0.89,26.8,2.63,1,2.33,37,1.69,202,1.01,26.8,2.33,2,2.47,59,1.42,366,0.95,54,2.49
05:00:01-06:00:00,1,2.63,12,0.61,132,0.71,26.8,2.63,0,0,0,0,0,0,0,0,1,1.23,12,0.29,132,0.34,27,1.24
06:00:01-07:00:00,3,7.89,80,4.05,446,2.41,8.7,0.85,1,2.33,16,0.73,116,0.58,26.8,2.33,4,4.94,96,2.31,562,1.46,36,1.66
07:00:01-08:00:00,3,7.89,170,8.61,1558,8.41,12.6,1.24,1,2.33,62,2.84,622,3.1,9.9,0.86,4,4.94,232,5.58,2180,5.65,22,1.01
08:00:01-09:00:00,1,2.63,205,10.38,1838,9.92,24,2.36,4,9.3,186,8.52,2024,10.09,39.6,3.44,5,6.17,391,9.4,3862,10.01,64,2.95
09:00:01-10:00:00,1,2.63,108,5.47,1022,5.52,26.8,2.63,1,2.33,308,14.11,3015,15.03,17.6,1.53,2,2.47,416,10,4037,10.46,44,2.03
10:00:01-11:00:00,3,7.89,96,4.86,998,5.39,29.7,2.92,1,2.33,178,8.15,1494,7.45,5.1,0.44,4,4.94,274,6.59,2492,6.46,35,1.61
11:00:01-12:00:00,1,2.63,123,6.23,720,3.89,26.8,2.63,7,16.28,76,3.48,608,3.03,187.6,16.28,8,9.88,199,4.79,1328,3.44,214,9.86
12:00:01-13:00:00,2,5.26,130,6.58,1132,6.11,37.8,3.71,6,13.95,179,8.2,1131,5.64,160.8,13.95,8,9.88,309,7.43,2263,5.87,199,9.17
13:00:01-14:00:00,4,10.53,45,2.28,454,2.45,79.2,7.78,2,4.65,114,5.22,938,4.68,17.8,1.54,6,7.41,159,3.82,1392,3.61,97,4.47
14:00:01-15:00:00,2,5.26,74,3.75,637,3.44,35.6,3.5,2,4.65,131,6,805,4.01,53.6,4.65,4,4.94,205,4.93,1442,3.74,89,4.1
15:00:01-16:00:00,3,7.89,94,4.76,863,4.66,80.4,7.89,2,4.65,69,3.16,628,3.13,19.8,1.72,5,6.17,163,3.92,1491,3.86,100,4.61
16:00:01-17:00:00,2,5.26,138,6.99,1545,8.34,53.6,5.26,2,4.65,116,5.31,981,4.89,19.8,1.72,4,4.94,254,6.11,2526,6.55,73,3.36
17:00:01-18:00:00,3,7.89,130,6.58,1108,5.98,8.4,0.82,3,6.98,217,9.94,2573,12.82,21.3,1.85,6,7.41,347,8.35,3681,9.54,30,1.38
18:00:01-19:00:00,2,5.26,100,5.06,1144,6.18,37.8,3.71,1,2.33,124,5.68,1188,5.92,9.9,0.86,3,3.7,224,5.39,2332,6.04,48,2.21
19:00:01-20:00:00,2,5.26,144,7.29,1580,8.53,53.6,5.26,0,0,113,5.18,1392,6.94,0,0,2,2.47,257,6.18,2972,7.7,54,2.49
20:00:01-21:00:00,1,2.63,180,9.11,1706,9.21,5.7,0.56,1,2.33,46,2.11,554,2.76,2.8,0.24,2,2.47,226,5.44,2260,5.86,8,0.37
21:00:01-22:00:00,2,5.26,92,4.66,1188,6.42,8.8,0.86,5,11.63,111,5.08,852,4.25,134,11.63,7,8.64,203,4.88,2040,5.29,143,6.59
22:00:01-23:00:00,1,2.63,25,1.27,214,1.16,2.9,0.28,2,4.65,57,2.61,556,2.77,9.6,0.83,3,3.7,82,1.97,770,2,12,0.55
23:00:01-24:00:00,0,0,7,0.35,70,0.38,0,0,1,2.33,43,1.97,384,1.91,7.1,0.62,1,1.23,50,1.2,454,1.18,7,0.32
,38,,1975,,18519,,1018.4,,43,,2183,,20063,,1152.4,,81,,4158,,38582,,2171,
