Route:- 3870,Date:- 10/06/2017,,,,,,,,Day:- Friday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,2,2.25,2,0.08,0,0,7.2,2.25,0,0,0,0,0,0,0,0,2,1.11,2,0.04,0,0,7,1.08
05:00:01-06:00:00,1,1.12,4,0.16,20,0.1,3.6,1.12,3,3.3,30,1.35,182,0.97,10.8,3.3,4,2.22,34,0.72,202,0.51,14,2.16
06:00:01-07:00:00,3,3.37,16,0.64,70,0.33,10.8,3.37,7,7.69,133,5.97,921,4.89,25.2,7.69,10,5.56,149,3.16,991,2.49,36,5.56
07:00:01-08:00:00,5,5.62,67,2.69,312,1.49,18,5.62,9,9.89,292,13.11,2122,11.28,32.4,9.89,14,7.78,359,7.62,2434,6.13,50,7.72
08:00:01-09:00:00,6,6.74,96,3.86,575,2.75,21.6,6.74,8,8.79,263,11.81,2445,12.99,28.8,8.79,14,7.78,359,7.62,3020,7.6,50,7.72
09:00:01-10:00:00,6,6.74,170,6.84,1431,6.85,21.6,6.74,5,5.49,219,9.83,2003,10.64,18,5.49,11,6.11,389,8.25,3434,8.64,40,6.17
10:00:01-11:00:00,5,5.62,174,7,1291,6.18,18,5.62,3,3.3,150,6.74,1472,7.82,10.8,3.3,8,4.44,324,6.87,2763,6.96,29,4.48
11:00:01-12:00:00,6,6.74,151,6.07,1164,5.57,19.2,5.99,5,5.49,155,6.96,1506,8,18,5.49,11,6.11,306,6.49,2670,6.72,37,5.71
12:00:01-13:00:00,3,3.37,154,6.19,1334,6.38,10.8,3.37,4,4.4,157,7.05,1336,7.1,14.4,4.4,7,3.89,311,6.6,2670,6.72,25,3.86
13:00:01-14:00:00,4,4.49,173,6.96,1486,7.11,14.4,4.49,8,8.79,104,4.67,681,3.62,28.8,8.79,12,6.67,277,5.88,2167,5.46,43,6.64
14:00:01-15:00:00,3,3.37,95,3.82,787,3.77,10.8,3.37,4,4.4,124,5.57,752,4,14.4,4.4,7,3.89,219,4.65,1539,3.87,25,3.86
15:00:01-16:00:00,4,4.49,102,4.1,886,4.24,14.4,4.49,5,5.49,48,2.16,486,2.58,18,5.49,9,5,150,3.18,1372,3.45,32,4.94
16:00:01-17:00:00,6,6.74,159,6.39,1437,6.87,21.6,6.74,6,6.59,62,2.78,476,2.53,21.6,6.59,12,6.67,221,4.69,1913,4.82,43,6.64
17:00:01-18:00:00,3,3.37,127,5.11,1062,5.08,10.8,3.37,4,4.4,84,3.77,825,4.38,14.4,4.4,7,3.89,211,4.48,1887,4.75,25,3.86
18:00:01-19:00:00,5,5.62,266,10.7,2471,11.82,18,5.62,2,2.2,92,4.13,852,4.53,7.2,2.2,7,3.89,358,7.59,3323,8.37,25,3.86
19:00:01-20:00:00,2,2.25,128,5.15,1242,5.94,5,1.56,3,3.3,141,6.33,1322,7.02,10.8,3.3,5,2.78,269,5.71,2564,6.45,16,2.47
20:00:01-21:00:00,6,6.74,212,8.52,2011,9.62,21.6,6.74,5,5.49,76,3.41,711,3.78,18,5.49,11,6.11,288,6.11,2722,6.85,40,6.17
21:00:01-22:00:00,6,6.74,237,9.53,2176,10.41,21.6,6.74,3,3.3,68,3.05,484,2.57,10.8,3.3,9,5,305,6.47,2660,6.7,32,4.94
22:00:01-23:00:00,9,10.11,117,4.7,886,4.24,32.4,10.11,6,6.59,24,1.08,216,1.15,21.6,6.59,15,8.33,141,2.99,1102,2.77,54,8.33
23:00:01-24:00:00,4,4.49,37,1.49,262,1.25,14.4,4.49,1,1.1,5,0.22,28,0.15,1.1,0.34,5,2.78,42,0.89,290,0.73,16,2.47
,89,,2487,,20903,,320.4,,91,,2227,,18820,,327.6,,180,,4714,,39723,,648,
