Route:- 3400,Date:- 10/06/2017,,,,,,,,Day:- Friday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
06:00:01-07:00:00,3,8.82,67,2.68,832,3.22,25.8,8.82,0,0,0,0,0,0,0,0,3,4.41,67,1.42,832,1.7,26,4.44
07:00:01-08:00:00,4,11.76,206,8.25,1510,5.85,16,5.47,4,11.76,169,7.6,1658,7.21,34.4,11.76,8,11.76,375,7.94,3168,6.49,50,8.55
08:00:01-09:00:00,3,8.82,259,10.37,2676,10.37,25.8,8.82,5,14.71,255,11.47,2512,10.93,43,14.71,8,11.76,514,10.89,5188,10.63,69,11.79
09:00:01-10:00:00,1,2.94,136,5.44,1380,5.35,6.8,2.33,2,5.88,297,13.36,2855,12.42,8,2.74,3,4.41,433,9.17,4235,8.68,15,2.56
10:00:01-11:00:00,3,8.82,168,6.73,1900,7.36,25.8,8.82,0,0,138,6.21,1422,6.19,0,0,3,4.41,306,6.48,3322,6.81,26,4.44
11:00:01-12:00:00,1,2.94,202,8.09,2279,8.83,8.6,2.94,3,8.82,83,3.73,894,3.89,25.8,8.82,4,5.88,285,6.04,3173,6.5,34,5.81
12:00:01-13:00:00,1,2.94,0,0,0,0,8.6,2.94,1,2.94,298,13.41,3358,14.61,4,1.37,2,2.94,298,6.31,3358,6.88,13,2.22
13:00:01-14:00:00,3,8.82,174,6.97,1999,7.74,25.8,8.82,2,5.88,37,1.66,288,1.25,3.6,1.23,5,7.35,211,4.47,2287,4.69,29,4.96
14:00:01-15:00:00,3,8.82,211,8.45,2326,9.01,25.8,8.82,2,5.88,76,3.42,841,3.66,17.2,5.88,5,7.35,287,6.08,3167,6.49,43,7.35
15:00:01-16:00:00,3,8.82,179,7.17,2093,8.11,12,4.1,2,5.88,190,8.55,1986,8.64,17.2,5.88,5,7.35,369,7.82,4079,8.36,29,4.96
16:00:01-17:00:00,3,8.82,204,8.17,2078,8.05,25.8,8.82,3,8.82,115,5.17,1202,5.23,25.8,8.82,6,8.82,319,6.76,3280,6.72,52,8.89
17:00:01-18:00:00,1,2.94,266,10.65,2642,10.23,4,1.37,2,5.88,124,5.58,1308,5.69,17.2,5.88,3,4.41,390,8.26,3950,8.09,21,3.59
18:00:01-19:00:00,2,5.88,197,7.89,1907,7.39,17.2,5.88,2,5.88,196,8.82,2055,8.94,8,2.74,4,5.88,393,8.32,3962,8.12,25,4.27
19:00:01-20:00:00,0,0,147,5.88,1460,5.66,0,0,1,2.94,125,5.62,1434,6.24,6.2,2.12,1,1.47,272,5.76,2894,5.93,6,1.03
20:00:01-21:00:00,0,0,0,0,0,0,0,0,1,2.94,52,2.34,536,2.33,8.6,2.94,1,1.47,52,1.1,536,1.1,9,1.54
21:00:01-22:00:00,2,5.88,74,2.96,676,2.62,17.2,5.88,3,8.82,14,0.63,108,0.47,25.8,8.82,5,7.35,88,1.86,784,1.61,43,7.35
22:00:01-23:00:00,1,2.94,8,0.32,58,0.22,8.6,2.94,1,2.94,33,1.48,274,1.19,8.6,2.94,2,2.94,41,0.87,332,0.68,17,2.91
23:00:01-24:00:00,0,0,0,0,0,0,0,0,0,0,21,0.94,254,1.11,0,0,0,0,21,0.44,254,0.52,0,0
,34,,2498,,25816,,292.4,,34,,2223,,22985,,292.4,,68,,4721,,48801,,585,
