Route:- 6080,Date:- 10/06/2017,,,,,,,,Day:- Friday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
06:00:01-07:00:00,3,4.84,7,0.61,58,0.63,6.6,4.84,7,11.67,131,10.58,978,9.38,15.4,11.67,10,8.2,138,5.77,1036,5.27,22,8.21
07:00:01-08:00:00,7,11.29,43,3.73,156,1.69,15.4,11.29,5,8.33,149,12.04,1078,10.34,10,7.58,12,9.84,192,8.03,1234,6.27,25,9.33
08:00:01-09:00:00,4,6.45,27,2.34,176,1.91,8.8,6.45,5,8.33,260,21,2280,21.86,10,7.58,9,7.38,287,12,2456,12.49,19,7.09
09:00:01-10:00:00,5,8.06,22,1.91,124,1.34,11,8.06,5,8.33,194,15.67,1926,18.47,11,8.33,10,8.2,216,9.03,2050,10.42,22,8.21
10:00:01-11:00:00,6,9.68,30,2.6,179,1.94,13.2,9.68,4,6.67,112,9.05,900,8.63,8.8,6.67,10,8.2,142,5.94,1079,5.49,22,8.21
11:00:01-12:00:00,4,6.45,53,4.6,373,4.04,8.8,6.45,4,6.67,84,6.79,914,8.76,8.8,6.67,8,6.56,137,5.73,1287,6.54,18,6.72
12:00:01-13:00:00,3,4.84,43,3.73,239,2.59,6.6,4.84,4,6.67,50,4.04,356,3.41,8.8,6.67,7,5.74,93,3.89,595,3.03,15,5.6
13:00:01-14:00:00,2,3.23,25,2.17,178,1.93,4.4,3.23,3,5,51,4.12,330,3.16,6.6,5,5,4.1,76,3.18,508,2.58,11,4.1
14:00:01-15:00:00,5,8.06,32,2.78,202,2.19,11,8.06,3,5,37,2.99,314,3.01,6.6,5,8,6.56,69,2.89,516,2.62,18,6.72
15:00:01-16:00:00,3,4.84,47,4.08,364,3.94,6.6,4.84,4,6.67,20,1.62,164,1.57,4,3.03,7,5.74,67,2.8,528,2.68,11,4.1
16:00:01-17:00:00,2,3.23,54,4.68,492,5.33,4.4,3.23,1,1.67,6,0.48,50,0.48,2,1.52,3,2.46,60,2.51,542,2.76,6,2.24
17:00:01-18:00:00,3,4.84,122,10.58,1054,11.41,6.6,4.84,2,3.33,19,1.53,165,1.58,4.4,3.33,5,4.1,141,5.9,1219,6.2,11,4.1
18:00:01-19:00:00,1,1.61,54,4.68,472,5.11,2.2,1.61,2,3.33,27,2.18,190,1.82,4,3.03,3,2.46,81,3.39,662,3.37,6,2.24
19:00:01-20:00:00,3,4.84,100,8.67,886,9.59,6.6,4.84,2,3.33,9,0.73,82,0.79,4.4,3.33,5,4.1,109,4.56,968,4.92,11,4.1
20:00:01-21:00:00,3,4.84,205,17.78,1761,19.06,6.6,4.84,2,3.33,27,2.18,220,2.11,4.4,3.33,5,4.1,232,9.7,1981,10.07,11,4.1
21:00:01-22:00:00,2,3.23,138,11.97,1200,12.99,4.4,3.23,3,5,37,2.99,280,2.68,6.6,5,5,4.1,175,7.32,1480,7.53,11,4.1
22:00:01-23:00:00,3,4.84,113,9.8,984,10.65,6.6,4.84,3,5,20,1.62,158,1.52,6.6,5,6,4.92,133,5.56,1142,5.81,13,4.85
23:00:01-24:00:00,3,4.84,38,3.3,340,3.68,6.6,4.84,1,1.67,5,0.4,44,0.42,2.2,1.67,4,3.28,43,1.8,384,1.95,9,3.36
,62,,1153,,9238,,136.4,,60,,1238,,10429,,132,,122,,2391,,19667,,268,
