Route:- 3310,Date:- 10/06/2017,,,,,,,,Day:- Friday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,2,5.88,6,0.38,60,0.38,18,5.88,0,0,0,0,0,0,0,0,2,3.17,6,0.21,60,0.2,18,3.17
06:00:01-07:00:00,3,8.82,101,6.38,1022,6.45,12,3.92,2,6.9,36,2.76,440,3.23,18,6.9,5,7.94,137,4.74,1462,4.96,30,5.29
07:00:01-08:00:00,4,11.76,108,6.82,1318,8.32,36,11.76,4,13.79,99,7.59,1070,7.85,36,13.79,8,12.7,207,7.17,2388,8.1,72,12.7
08:00:01-09:00:00,1,2.94,52,3.28,644,4.06,7.6,2.48,2,6.9,155,11.89,1887,13.85,9.2,3.52,3,4.76,207,7.17,2531,8.59,17,3
09:00:01-10:00:00,3,8.82,212,13.38,2772,17.5,27,8.82,1,3.45,41,3.14,480,3.52,4.5,1.72,4,6.35,253,8.76,3252,11.04,32,5.64
10:00:01-11:00:00,2,5.88,42,2.65,610,3.85,8,2.61,2,6.9,58,4.45,612,4.49,18,6.9,4,6.35,100,3.46,1222,4.15,26,4.59
11:00:01-12:00:00,1,2.94,115,7.26,598,3.77,9,2.94,0,0,63,4.83,413,3.03,0,0,1,1.59,178,6.16,1011,3.43,9,1.59
12:00:01-13:00:00,1,2.94,88,5.56,900,5.68,9,2.94,1,3.45,40,3.07,290,2.13,9,3.45,2,3.17,128,4.43,1190,4.04,18,3.17
13:00:01-14:00:00,1,2.94,87,5.49,867,5.47,5.2,1.7,2,6.9,87,6.67,964,7.08,8,3.07,3,4.76,174,6.02,1831,6.21,13,2.29
14:00:01-15:00:00,4,11.76,147,9.28,894,5.64,36,11.76,2,6.9,83,6.37,754,5.53,12.6,4.83,6,9.52,230,7.96,1648,5.59,49,8.64
15:00:01-16:00:00,2,5.88,53,3.35,544,3.43,18,5.88,1,3.45,63,4.83,522,3.83,9,3.45,3,4.76,116,4.02,1066,3.62,27,4.76
16:00:01-17:00:00,1,2.94,54,3.41,388,2.45,1.8,0.59,2,6.9,106,8.13,1412,10.36,18,6.9,3,4.76,160,5.54,1800,6.11,20,3.53
17:00:01-18:00:00,1,2.94,55,3.47,500,3.16,9,2.94,1,3.45,35,2.68,280,2.06,9,3.45,2,3.17,90,3.12,780,2.65,18,3.17
18:00:01-19:00:00,1,2.94,124,7.83,1212,7.65,2.4,0.78,1,3.45,50,3.83,432,3.17,2.7,1.03,2,3.17,174,6.02,1644,5.58,5,0.88
19:00:01-20:00:00,1,2.94,107,6.76,1050,6.63,9,2.94,2,6.9,120,9.2,1390,10.2,18,6.9,3,4.76,227,7.86,2440,8.28,27,4.76
20:00:01-21:00:00,3,8.82,57,3.6,510,3.22,27,8.82,2,6.9,111,8.51,1117,8.2,8,3.07,5,7.94,168,5.82,1627,5.52,35,6.17
21:00:01-22:00:00,3,8.82,148,9.34,1668,10.53,27,8.82,1,3.45,25,1.92,266,1.95,2.4,0.92,4,6.35,173,5.99,1934,6.56,29,5.11
22:00:01-23:00:00,0,0,28,1.77,286,1.81,0,0,3,10.34,121,9.28,1206,8.85,27,10.34,3,4.76,149,5.16,1492,5.06,27,4.76
23:00:01-24:00:00,0,0,0,0,0,0,0,0,0,0,11,0.84,88,0.65,0,0,0,0,11,0.38,88,0.3,0,0
,34,,1584,,15843,,306,,29,,1304,,13623,,261,,63,,2888,,29466,,567,
