Route:- 4781,Date:- 01/01/2018,,,,,,,,Day:- Monday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,3,6.82,15,1.12,146,1.01,80.4,6.82,0,0,0,0,0,0,0,0,3,3.3,15,0.56,146,0.52,80,3.28
06:00:01-07:00:00,3,6.82,22,1.64,192,1.33,8.1,0.69,2,4.26,42,3.16,386,2.83,53.6,4.26,5,5.49,64,2.4,578,2.06,62,2.54
07:00:01-08:00:00,4,9.09,142,10.57,1413,9.76,15.2,1.29,5,10.64,45,3.39,522,3.83,14,1.11,9,9.89,187,7,1935,6.89,29,1.19
08:00:01-09:00:00,2,4.55,54,4.02,612,4.23,53.6,4.55,3,6.38,190,14.3,2019,14.82,12.6,1,5,5.49,244,9.13,2631,9.36,66,2.71
09:00:01-10:00:00,2,4.55,81,6.03,878,6.07,53.6,4.55,0,0,104,7.83,1308,9.6,0,0,2,2.2,185,6.92,2186,7.78,54,2.21
10:00:01-11:00:00,1,2.27,47,3.5,528,3.65,15.2,1.29,4,8.51,39,2.93,414,3.04,107.2,8.51,5,5.49,86,3.22,942,3.35,122,5
11:00:01-12:00:00,2,4.55,60,4.47,656,4.53,18,1.53,4,8.51,66,4.97,615,4.51,74.8,5.94,6,6.59,126,4.72,1271,4.52,93,3.81
12:00:01-13:00:00,3,6.82,71,5.29,915,6.32,6,0.51,4,8.51,61,4.59,573,4.2,107.2,8.51,7,7.69,132,4.94,1488,5.3,113,4.63
13:00:01-14:00:00,3,6.82,114,8.49,1111,7.68,50.7,4.3,3,6.38,60,4.51,651,4.78,14.1,1.12,6,6.59,174,6.51,1762,6.27,65,2.67
14:00:01-15:00:00,1,2.27,105,7.82,1129,7.8,8.6,0.73,2,4.26,61,4.59,573,4.2,19.8,1.57,3,3.3,166,6.21,1702,6.06,28,1.15
15:00:01-16:00:00,4,9.09,79,5.88,774,5.35,107.2,9.09,3,6.38,94,7.07,955,7.01,21,1.67,7,7.69,173,6.47,1729,6.15,128,5.25
16:00:01-17:00:00,4,9.09,99,7.37,1113,7.69,38.8,3.29,2,4.26,50,3.76,490,3.6,53.6,4.26,6,6.59,149,5.58,1603,5.7,92,3.77
17:00:01-18:00:00,3,6.82,39,2.9,338,2.34,80.4,6.82,3,6.38,117,8.8,1179,8.65,21,1.67,6,6.59,156,5.84,1517,5.4,101,4.14
18:00:01-19:00:00,4,9.09,149,11.09,1919,13.26,39.6,3.36,2,4.26,69,5.19,664,4.87,53.6,4.26,6,6.59,218,8.16,2583,9.19,93,3.81
19:00:01-20:00:00,2,4.55,119,8.86,1292,8.93,3.6,0.31,2,4.26,91,6.85,1120,8.22,16.4,1.3,4,4.4,210,7.86,2412,8.58,20,0.82
20:00:01-21:00:00,3,6.82,86,6.4,869,6,10.5,0.89,3,6.38,96,7.22,925,6.79,14.4,1.14,6,6.59,182,6.81,1794,6.38,25,1.03
21:00:01-22:00:00,0,0,47,3.5,449,3.1,0,0,3,6.38,80,6.02,704,5.17,19.2,1.52,3,3.3,127,4.75,1153,4.1,19,0.78
22:00:01-23:00:00,0,0,14,1.04,138,0.95,0,0,1,2.13,47,3.54,390,2.86,7.9,0.63,1,1.1,61,2.28,528,1.88,8,0.33
23:00:01-24:00:00,0,0,0,0,0,0,0,0,1,2.13,17,1.28,140,1.03,11.7,0.93,1,1.1,17,0.64,140,0.5,12,0.49
,44,,1343,,14472,,1179.2,,47,,1329,,13628,,1259.6,,91,,2672,,28100,,2439,
