,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,,
1,05:00:01-06:00:00,1,1
2,06:00:01-07:00:00,3,8
3,07:00:01-08:00:00,3,7
4,08:00:01-09:00:00,6,45
5,09:00:01-10:00:00,5,70
6,10:00:01-11:00:00,3,52
7,11:00:01-12:00:00,3,87
8,12:00:01-13:00:00,6,106
9,13:00:01-14:00:00,3,120
10,14:00:01-15:00:00,3,54
11,15:00:01-16:00:00,3,77
12,16:00:01-17:00:00,4,57
13,17:00:01-18:00:00,5,106
14,18:00:01-19:00:00,3,69
15,19:00:01-20:00:00,3,125
16,20:00:01-21:00:00,5,117
17,21:00:01-22:00:00,6,100
18,22:00:01-23:00:00,7,78
19,23:00:01-24:00:00,3,19
