,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,0,0
1,05:00:01-06:00:00,1,1
2,06:00:01-07:00:00,3,11
3,07:00:01-08:00:00,6,14
4,08:00:01-09:00:00,4,20
5,09:00:01-10:00:00,5,33
6,10:00:01-11:00:00,3,78
7,11:00:01-12:00:00,4,46
8,12:00:01-13:00:00,2,39
9,13:00:01-14:00:00,4,92
10,14:00:01-15:00:00,4,70
11,15:00:01-16:00:00,1,59
12,16:00:01-17:00:00,5,33
13,17:00:01-18:00:00,4,108
14,18:00:01-19:00:00,3,86
15,19:00:01-20:00:00,4,75
16,20:00:01-21:00:00,4,85
17,21:00:01-22:00:00,4,74
18,22:00:01-23:00:00,4,25
19,23:00:01-24:00:00,4,9
