,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,,
1,05:00:01-06:00:00,2,0
2,06:00:01-07:00:00,3,58
3,07:00:01-08:00:00,3,62
4,08:00:01-09:00:00,5,80
5,09:00:01-10:00:00,2,95
6,10:00:01-11:00:00,1,39
7,11:00:01-12:00:00,1,15
8,12:00:01-13:00:00,1,3
9,13:00:01-14:00:00,2,55
10,14:00:01-15:00:00,2,10
11,15:00:01-16:00:00,1,56
12,16:00:01-17:00:00,2,39
13,17:00:01-18:00:00,0,8
14,18:00:01-19:00:00,2,63
15,19:00:01-20:00:00,2,48
16,20:00:01-21:00:00,0,31
17,21:00:01-22:00:00,0,0
18,22:00:01-23:00:00,1,1
19,23:00:01-24:00:00,,
