,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,0,50
1,05:00:01-06:00:00,,
2,06:00:01-07:00:00,3,35
3,07:00:01-08:00:00,2,103
4,08:00:01-09:00:00,0,232
5,09:00:01-10:00:00,1,126
6,10:00:01-11:00:00,2,148
7,11:00:01-12:00:00,1,241
8,12:00:01-13:00:00,2,316
9,13:00:01-14:00:00,1,113
10,14:00:01-15:00:00,1,130
11,15:00:01-16:00:00,2,151
12,16:00:01-17:00:00,0,66
13,17:00:01-18:00:00,0,28
14,18:00:01-19:00:00,0,28
15,19:00:01-20:00:00,1,0
16,20:00:01-21:00:00,0,63
17,21:00:01-22:00:00,0,7
18,22:00:01-23:00:00,0,0
19,23:00:01-24:00:00,0,0
