,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,1,52
1,05:00:01-06:00:00,2,3
2,06:00:01-07:00:00,0,0
3,07:00:01-08:00:00,1,22
4,08:00:01-09:00:00,1,66
5,09:00:01-10:00:00,2,125
6,10:00:01-11:00:00,2,127
7,11:00:01-12:00:00,3,165
8,12:00:01-13:00:00,0,154
9,13:00:01-14:00:00,2,80
10,14:00:01-15:00:00,1,117
11,15:00:01-16:00:00,3,172
12,16:00:01-17:00:00,0,91
13,17:00:01-18:00:00,2,95
14,18:00:01-19:00:00,0,23
15,19:00:01-20:00:00,1,2
16,20:00:01-21:00:00,0,70
17,21:00:01-22:00:00,1,29
18,22:00:01-23:00:00,1,50
19,23:00:01-24:00:00,0,10
