Route:- 4180,Date:- 01/01/2018,,,,,,,,Day:- Monday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,1,1.1,1,0.08,0,0,6.2,1.1,0,0,0,0,0,0,0,0,1,0.57,1,0.05,0,0,6,0.56
06:00:01-07:00:00,3,3.3,5,0.38,58,0.42,18.6,3.3,0,0,0,0,0,0,0,0,3,1.72,5,0.25,58,0.29,19,1.76
07:00:01-08:00:00,8,8.79,49,3.69,516,3.7,49.6,8.79,4,4.82,14,2.21,126,2.01,24.8,4.82,12,6.9,63,3.21,642,3.17,74,6.86
08:00:01-09:00:00,8,8.79,134,10.08,1476,10.57,47.2,8.37,10,12.05,42,6.64,452,7.2,62,12.05,18,10.34,176,8.97,1928,9.52,109,10.1
09:00:01-10:00:00,9,9.89,180,13.54,1872,13.41,21.6,3.83,8,9.64,39,6.16,410,6.53,49.6,9.64,17,9.77,219,11.16,2282,11.27,71,6.58
10:00:01-11:00:00,5,5.49,122,9.18,1456,10.43,26,4.61,6,7.23,28,4.42,228,3.63,37.2,7.23,11,6.32,150,7.65,1684,8.32,63,5.84
11:00:01-12:00:00,8,8.79,82,6.17,952,6.82,49.6,8.79,10,12.05,44,6.95,424,6.75,62,12.05,18,10.34,126,6.42,1376,6.8,112,10.38
12:00:01-13:00:00,7,7.69,157,11.81,1840,13.18,43.4,7.69,6,7.23,36,5.69,300,4.78,37.2,7.23,13,7.47,193,9.84,2140,10.57,81,7.51
13:00:01-14:00:00,7,7.69,79,5.94,851,6.1,28,4.96,7,8.43,51,8.06,537,8.55,28,5.44,14,8.05,130,6.63,1388,6.86,56,5.19
14:00:01-15:00:00,3,3.3,46,3.46,490,3.51,18.6,3.3,6,7.23,27,4.27,270,4.3,37.2,7.23,9,5.17,73,3.72,760,3.75,56,5.19
15:00:01-16:00:00,7,7.69,41,3.09,393,2.82,22.4,3.97,5,6.02,36,5.69,386,6.14,20,3.89,12,6.9,77,3.92,779,3.85,42,3.89
16:00:01-17:00:00,7,7.69,93,7,903,6.47,43.4,7.69,6,7.23,71,11.22,709,11.29,37.2,7.23,13,7.47,164,8.36,1612,7.96,81,7.51
17:00:01-18:00:00,5,5.49,114,8.58,1147,8.22,31,5.49,5,6.02,120,18.96,1274,20.28,20,3.89,10,5.75,234,11.93,2421,11.96,51,4.73
18:00:01-19:00:00,8,8.79,103,7.75,971,6.96,49.6,8.79,9,10.84,95,15.01,858,13.66,55.8,10.84,17,9.77,198,10.09,1829,9.04,105,9.73
19:00:01-20:00:00,5,5.49,123,9.26,1035,7.41,31,5.49,1,1.2,30,4.74,308,4.9,3.2,0.62,6,3.45,153,7.8,1343,6.63,34,3.15
20:00:01-21:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
21:00:01-22:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
22:00:01-23:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,91,,1329,,13960,,564.2,,83,,633,,6282,,514.6,,174,,1962,,20242,,1079,
