,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,,
1,05:00:01-06:00:00,1,6
2,06:00:01-07:00:00,9,289
3,07:00:01-08:00:00,11,393
4,08:00:01-09:00:00,6,412
5,09:00:01-10:00:00,7,439
6,10:00:01-11:00:00,6,458
7,11:00:01-12:00:00,9,339
8,12:00:01-13:00:00,6,309
9,13:00:01-14:00:00,6,199
10,14:00:01-15:00:00,4,176
11,15:00:01-16:00:00,7,169
12,16:00:01-17:00:00,6,109
13,17:00:01-18:00:00,8,176
14,18:00:01-19:00:00,6,165
15,19:00:01-20:00:00,9,279
16,20:00:01-21:00:00,8,162
17,21:00:01-22:00:00,2,198
18,22:00:01-23:00:00,2,40
19,23:00:01-24:00:00,0,0
