,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,,
1,05:00:01-06:00:00,2,8
2,06:00:01-07:00:00,7,316
3,07:00:01-08:00:00,11,429
4,08:00:01-09:00:00,14,533
5,09:00:01-10:00:00,9,536
6,10:00:01-11:00:00,9,512
7,11:00:01-12:00:00,9,476
8,12:00:01-13:00:00,7,371
9,13:00:01-14:00:00,9,378
10,14:00:01-15:00:00,10,258
11,15:00:01-16:00:00,7,194
12,16:00:01-17:00:00,7,142
13,17:00:01-18:00:00,11,157
14,18:00:01-19:00:00,8,207
15,19:00:01-20:00:00,9,316
16,20:00:01-21:00:00,9,261
17,21:00:01-22:00:00,3,137
18,22:00:01-23:00:00,3,34
19,23:00:01-24:00:00,0,0
