,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,4,181
1,05:00:01-06:00:00,2,18
2,06:00:01-07:00:00,7,265
3,07:00:01-08:00:00,8,364
4,08:00:01-09:00:00,11,420
5,09:00:01-10:00:00,10,494
6,10:00:01-11:00:00,6,392
7,11:00:01-12:00:00,6,286
8,12:00:01-13:00:00,4,158
9,13:00:01-14:00:00,6,148
10,14:00:01-15:00:00,5,95
11,15:00:01-16:00:00,3,96
12,16:00:01-17:00:00,5,82
13,17:00:01-18:00:00,5,158
14,18:00:01-19:00:00,9,176
15,19:00:01-20:00:00,7,190
16,20:00:01-21:00:00,6,183
17,21:00:01-22:00:00,3,153
18,22:00:01-23:00:00,2,35
19,23:00:01-24:00:00,0,0
