,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,,
1,05:00:01-06:00:00,1,8
2,06:00:01-07:00:00,9,321
3,07:00:01-08:00:00,12,458
4,08:00:01-09:00:00,10,437
5,09:00:01-10:00:00,11,625
6,10:00:01-11:00:00,8,467
7,11:00:01-12:00:00,7,382
8,12:00:01-13:00:00,8,379
9,13:00:01-14:00:00,5,219
10,14:00:01-15:00:00,9,295
11,15:00:01-16:00:00,6,125
12,16:00:01-17:00:00,9,150
13,17:00:01-18:00:00,9,186
14,18:00:01-19:00:00,10,234
15,19:00:01-20:00:00,10,318
16,20:00:01-21:00:00,7,175
17,21:00:01-22:00:00,6,246
18,22:00:01-23:00:00,2,75
19,23:00:01-24:00:00,0,0
