,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,1,0
1,05:00:01-06:00:00,2,7
2,06:00:01-07:00:00,9,301
3,07:00:01-08:00:00,10,427
4,08:00:01-09:00:00,13,501
5,09:00:01-10:00:00,10,604
6,10:00:01-11:00:00,8,526
7,11:00:01-12:00:00,9,350
8,12:00:01-13:00:00,8,340
9,13:00:01-14:00:00,9,284
10,14:00:01-15:00:00,8,324
11,15:00:01-16:00:00,8,145
12,16:00:01-17:00:00,8,152
13,17:00:01-18:00:00,9,181
14,18:00:01-19:00:00,8,247
15,19:00:01-20:00:00,11,347
16,20:00:01-21:00:00,8,138
17,21:00:01-22:00:00,4,180
18,22:00:01-23:00:00,2,38
19,23:00:01-24:00:00,0,0
