,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,0,0
1,05:00:01-06:00:00,2,0
2,06:00:01-07:00:00,7,188
3,07:00:01-08:00:00,10,388
4,08:00:01-09:00:00,12,386
5,09:00:01-10:00:00,9,573
6,10:00:01-11:00:00,8,447
7,11:00:01-12:00:00,7,286
8,12:00:01-13:00:00,6,244
9,13:00:01-14:00:00,9,246
10,14:00:01-15:00:00,8,216
11,15:00:01-16:00:00,5,154
12,16:00:01-17:00:00,8,146
13,17:00:01-18:00:00,8,179
14,18:00:01-19:00:00,10,210
15,19:00:01-20:00:00,6,240
16,20:00:01-21:00:00,8,172
17,21:00:01-22:00:00,6,199
18,22:00:01-23:00:00,2,67
19,23:00:01-24:00:00,0,0
