,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,7,299
1,05:00:01-06:00:00,2,13
2,06:00:01-07:00:00,10,323
3,07:00:01-08:00:00,10,384
4,08:00:01-09:00:00,9,430
5,09:00:01-10:00:00,8,383
6,10:00:01-11:00:00,8,521
7,11:00:01-12:00:00,6,252
8,12:00:01-13:00:00,3,208
9,13:00:01-14:00:00,4,231
10,14:00:01-15:00:00,10,174
11,15:00:01-16:00:00,6,186
12,16:00:01-17:00:00,9,111
13,17:00:01-18:00:00,8,201
14,18:00:01-19:00:00,12,245
15,19:00:01-20:00:00,9,338
16,20:00:01-21:00:00,7,178
17,21:00:01-22:00:00,5,166
18,22:00:01-23:00:00,0,26
19,23:00:01-24:00:00,,
