Route:- 6080,Date:- 01/01/2018,,,,,,,,Day:- Monday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,0,0,0,0,0,0,0,0,1,1.43,4,0.47,8,0.11,2.2,1.43,1,0.7,4,0.19,8,0.05,2,0.64
06:00:01-07:00:00,7,9.72,19,1.54,138,1.37,15.4,9.72,8,11.43,82,9.61,640,8.87,17.6,11.43,15,10.56,101,4.83,778,4.5,33,10.58
07:00:01-08:00:00,5,6.94,16,1.29,110,1.09,11,6.94,6,8.57,102,11.96,754,10.45,13.2,8.57,11,7.75,118,5.65,864,5,24,7.69
08:00:01-09:00:00,6,8.33,34,2.75,268,2.66,13.2,8.33,4,5.71,56,6.57,490,6.79,8.8,5.71,10,7.04,90,4.31,758,4.39,22,7.05
09:00:01-10:00:00,2,2.78,7,0.57,54,0.54,4.4,2.78,4,5.71,61,7.15,702,9.73,8.8,5.71,6,4.23,68,3.26,756,4.38,13,4.17
10:00:01-11:00:00,4,5.56,21,1.7,140,1.39,8.8,5.56,3,4.29,53,6.21,531,7.36,6.6,4.29,7,4.93,74,3.54,671,3.89,15,4.81
11:00:01-12:00:00,5,6.94,49,3.96,377,3.75,11,6.94,3,4.29,58,6.8,528,7.32,6,3.9,8,5.63,107,5.12,905,5.24,17,5.45
12:00:01-13:00:00,2,2.78,36,2.91,287,2.85,4.4,2.78,4,5.71,57,6.68,522,7.24,8.8,5.71,6,4.23,93,4.45,809,4.68,13,4.17
13:00:01-14:00:00,3,4.17,44,3.56,321,3.19,6.6,4.17,4,5.71,47,5.51,389,5.39,8.8,5.71,7,4.93,91,4.36,710,4.11,15,4.81
14:00:01-15:00:00,4,5.56,62,5.02,490,4.87,8.8,5.56,4,5.71,31,3.63,250,3.47,8.8,5.71,8,5.63,93,4.45,740,4.28,18,5.77
15:00:01-16:00:00,4,5.56,73,5.91,530,5.27,8.8,5.56,3,4.29,25,2.93,223,3.09,6.6,4.29,7,4.93,98,4.69,753,4.36,15,4.81
16:00:01-17:00:00,3,4.17,44,3.56,308,3.06,6.6,4.17,2,2.86,28,3.28,182,2.52,4.4,2.86,5,3.52,72,3.45,490,2.84,11,3.53
17:00:01-18:00:00,3,4.17,77,6.23,645,6.41,6.6,4.17,4,5.71,43,5.04,325,4.51,8.8,5.71,7,4.93,120,5.74,970,5.62,15,4.81
18:00:01-19:00:00,5,6.94,159,12.86,1304,12.96,11,6.94,4,5.71,43,5.04,394,5.46,8.8,5.71,9,6.34,202,9.67,1698,9.83,20,6.41
19:00:01-20:00:00,5,6.94,199,16.1,1676,16.66,11,6.94,4,5.71,37,4.34,290,4.02,8.8,5.71,9,6.34,236,11.3,1966,11.38,20,6.41
20:00:01-21:00:00,3,4.17,96,7.77,854,8.49,6.6,4.17,3,4.29,54,6.33,395,5.48,6.6,4.29,6,4.23,150,7.18,1249,7.23,13,4.17
21:00:01-22:00:00,4,5.56,138,11.17,1192,11.85,8,5.05,3,4.29,41,4.81,340,4.71,6.6,4.29,7,4.93,179,8.57,1532,8.87,15,4.81
22:00:01-23:00:00,4,5.56,103,8.33,878,8.73,8.8,5.56,4,5.71,24,2.81,191,2.65,8.8,5.71,8,5.63,127,6.08,1069,6.19,18,5.77
23:00:01-24:00:00,3,4.17,59,4.77,487,4.84,6,3.79,2,2.86,7,0.82,58,0.8,4.4,2.86,5,3.52,66,3.16,545,3.16,10,3.21
,72,,1236,,10059,,158.4,,70,,853,,7212,,154,,142,,2089,,17271,,312,
