,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,2,42
1,05:00:01-06:00:00,0,0
2,06:00:01-07:00:00,2,13
3,07:00:01-08:00:00,1,90
4,08:00:01-09:00:00,4,209
5,09:00:01-10:00:00,1,355
6,10:00:01-11:00:00,3,151
7,11:00:01-12:00:00,2,116
8,12:00:01-13:00:00,3,73
9,13:00:01-14:00:00,2,58
10,14:00:01-15:00:00,4,64
11,15:00:01-16:00:00,2,169
12,16:00:01-17:00:00,2,108
13,17:00:01-18:00:00,3,85
14,18:00:01-19:00:00,1,86
15,19:00:01-20:00:00,0,141
16,20:00:01-21:00:00,1,85
17,21:00:01-22:00:00,2,30
18,22:00:01-23:00:00,3,49
19,23:00:01-24:00:00,1,26
