,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,0,7
1,05:00:01-06:00:00,0,0
2,06:00:01-07:00:00,2,47
3,07:00:01-08:00:00,2,76
4,08:00:01-09:00:00,3,214
5,09:00:01-10:00:00,0,247
6,10:00:01-11:00:00,3,151
7,11:00:01-12:00:00,7,163
8,12:00:01-13:00:00,3,136
9,13:00:01-14:00:00,2,182
10,14:00:01-15:00:00,3,172
11,15:00:01-16:00:00,2,136
12,16:00:01-17:00:00,3,107
13,17:00:01-18:00:00,3,176
14,18:00:01-19:00:00,2,213
15,19:00:01-20:00:00,1,257
16,20:00:01-21:00:00,1,23
17,21:00:01-22:00:00,3,63
18,22:00:01-23:00:00,4,105
19,23:00:01-24:00:00,1,69
