,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,1,62
1,05:00:01-06:00:00,0,0
2,06:00:01-07:00:00,3,58
3,07:00:01-08:00:00,2,147
4,08:00:01-09:00:00,3,182
5,09:00:01-10:00:00,1,256
6,10:00:01-11:00:00,3,23
7,11:00:01-12:00:00,6,145
8,12:00:01-13:00:00,3,210
9,13:00:01-14:00:00,1,51
10,14:00:01-15:00:00,4,142
11,15:00:01-16:00:00,1,98
12,16:00:01-17:00:00,2,75
13,17:00:01-18:00:00,1,116
14,18:00:01-19:00:00,1,92
15,19:00:01-20:00:00,1,137
16,20:00:01-21:00:00,2,68
17,21:00:01-22:00:00,5,201
18,22:00:01-23:00:00,0,58
19,23:00:01-24:00:00,1,16
