Route:- 6064,Date:- 10/08/2017,,,,,,,,Day:- Sunday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,8,5.03,57,0.64,474,0.66,35.2,5.03,0,0,0,0,0,0,0,0,8,5.03,57,0.64,474,0.66,35,5
05:00:01-06:00:00,4,2.52,71,0.8,450,0.62,17.6,2.52,0,0,0,0,0,0,0,0,4,2.52,71,0.8,450,0.62,18,2.57
06:00:01-07:00:00,9,5.66,118,1.33,798,1.1,27.9,3.99,0,0,0,0,0,0,0,0,9,5.66,118,1.33,798,1.1,28,4
07:00:01-08:00:00,11,6.92,245,2.75,1981,2.74,26.4,3.77,0,0,0,0,0,0,0,0,11,6.92,245,2.75,1981,2.74,26,3.71
08:00:01-09:00:00,10,6.29,377,4.24,2942,4.07,44,6.29,0,0,0,0,0,0,0,0,10,6.29,377,4.24,2942,4.07,44,6.29
09:00:01-10:00:00,10,6.29,397,4.46,3513,4.86,31,4.43,0,0,0,0,0,0,0,0,10,6.29,397,4.46,3513,4.86,31,4.43
10:00:01-11:00:00,8,5.03,423,4.75,3539,4.9,35.2,5.03,0,0,0,0,0,0,0,0,8,5.03,423,4.75,3539,4.9,35,5
11:00:01-12:00:00,6,3.77,340,3.82,2832,3.92,26.4,3.77,0,0,0,0,0,0,0,0,6,3.77,340,3.82,2832,3.92,26,3.71
12:00:01-13:00:00,9,5.66,446,5.01,3528,4.88,21.6,3.09,0,0,0,0,0,0,0,0,9,5.66,446,5.01,3528,4.88,22,3.14
13:00:01-14:00:00,11,6.92,493,5.54,4034,5.58,48.4,6.92,0,0,0,0,0,0,0,0,11,6.92,493,5.54,4034,5.58,48,6.86
14:00:01-15:00:00,5,3.14,564,6.34,4764,6.59,15.5,2.22,0,0,0,0,0,0,0,0,5,3.14,564,6.34,4764,6.59,16,2.29
15:00:01-16:00:00,8,5.03,520,5.84,4375,6.05,35.2,5.03,0,0,0,0,0,0,0,0,8,5.03,520,5.84,4375,6.05,35,5
16:00:01-17:00:00,8,5.03,783,8.8,6552,9.06,16,2.29,0,0,0,0,0,0,0,0,8,5.03,783,8.8,6552,9.06,16,2.29
17:00:01-18:00:00,8,5.03,588,6.61,4693,6.49,16,2.29,0,0,0,0,0,0,0,0,8,5.03,588,6.61,4693,6.49,16,2.29
18:00:01-19:00:00,7,4.4,745,8.37,5960,8.24,30.8,4.4,0,0,0,0,0,0,0,0,7,4.4,745,8.37,5960,8.24,31,4.43
19:00:01-20:00:00,7,4.4,872,9.8,6881,9.52,14,2,0,0,0,0,0,0,0,0,7,4.4,872,9.8,6881,9.52,14,2
20:00:01-21:00:00,7,4.4,663,7.45,5366,7.42,16.8,2.4,0,0,0,0,0,0,0,0,7,4.4,663,7.45,5366,7.42,17,2.43
21:00:01-22:00:00,8,5.03,545,6.12,4378,6.06,16,2.29,0,0,0,0,0,0,0,0,8,5.03,545,6.12,4378,6.06,16,2.29
22:00:01-23:00:00,8,5.03,350,3.93,2816,3.9,19.2,2.74,0,0,0,0,0,0,0,0,8,5.03,350,3.93,2816,3.9,19,2.71
23:00:01-24:00:00,7,4.4,305,3.43,2418,3.34,14,2,0,0,0,0,0,0,0,0,7,4.4,305,3.43,2418,3.34,14,2
,159,,8902,,72294,,699.6,,0,,0,,0,,0,,159,,8902,,72294,,700,
