Route:- 3310,Date:- 10/08/2017,,,,,,,,Day:- Sunday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,1,3.57,9,0.93,112,1.13,9,3.57,0,0,0,0,0,0,0,0,1,1.79,9,0.49,112,0.6,9,1.79
06:00:01-07:00:00,2,7.14,50,5.17,478,4.83,8,3.17,2,7.14,56,6.49,440,5.02,18,7.14,4,7.14,106,5.79,918,4.92,26,5.16
07:00:01-08:00:00,2,7.14,94,9.71,948,9.57,18,7.14,2,7.14,83,9.62,598,6.82,18,7.14,4,7.14,177,9.67,1546,8.28,36,7.14
08:00:01-09:00:00,2,7.14,83,8.57,885,8.94,18,7.14,2,7.14,67,7.76,910,10.38,8,3.17,4,7.14,150,8.19,1795,9.61,26,5.16
09:00:01-10:00:00,2,7.14,82,8.47,964,9.74,18,7.14,2,7.14,50,5.79,486,5.54,3.6,1.43,4,7.14,132,7.21,1450,7.77,22,4.37
10:00:01-11:00:00,2,7.14,63,6.51,596,6.02,18,7.14,2,7.14,53,6.14,592,6.75,18,7.14,4,7.14,116,6.34,1188,6.36,36,7.14
11:00:01-12:00:00,1,3.57,50,5.17,552,5.58,9,3.57,2,7.14,69,8,727,8.29,18,7.14,3,5.36,119,6.5,1279,6.85,27,5.36
12:00:01-13:00:00,1,3.57,26,2.69,195,1.97,9,3.57,1,3.57,20,2.32,152,1.73,6.3,2.5,2,3.57,46,2.51,347,1.86,15,2.98
13:00:01-14:00:00,2,7.14,93,9.61,742,7.49,18,7.14,2,7.14,43,4.98,418,4.77,13,5.16,4,7.14,136,7.43,1160,6.21,31,6.15
14:00:01-15:00:00,3,10.71,38,3.93,312,3.15,27,10.71,1,3.57,42,4.87,354,4.04,9,3.57,4,7.14,80,4.37,666,3.57,36,7.14
15:00:01-16:00:00,1,3.57,38,3.93,472,4.77,9,3.57,3,10.71,75,8.69,694,7.91,27,10.71,4,7.14,113,6.17,1166,6.25,36,7.14
16:00:01-17:00:00,2,7.14,30,3.1,357,3.61,3.6,1.43,1,3.57,45,5.21,558,6.36,9,3.57,3,5.36,75,4.1,915,4.9,13,2.58
17:00:01-18:00:00,1,3.57,24,2.48,260,2.63,9,3.57,2,7.14,67,7.76,715,8.15,12.6,5,3,5.36,91,4.97,975,5.22,22,4.37
18:00:01-19:00:00,2,7.14,34,3.51,413,4.17,18,7.14,0,0,37,4.29,431,4.92,0,0,2,3.57,71,3.88,844,4.52,18,3.57
19:00:01-20:00:00,1,3.57,78,8.06,689,6.96,1.8,0.71,1,3.57,28,3.24,316,3.6,9,3.57,2,3.57,106,5.79,1005,5.38,11,2.18
20:00:01-21:00:00,1,3.57,69,7.13,690,6.97,9,3.57,2,7.14,72,8.34,806,9.19,5.6,2.22,3,5.36,141,7.7,1496,8.01,15,2.98
21:00:01-22:00:00,2,7.14,63,6.51,752,7.6,18,7.14,1,3.57,32,3.71,246,2.81,9,3.57,3,5.36,95,5.19,998,5.35,27,5.36
22:00:01-23:00:00,0,0,44,4.55,484,4.89,0,0,2,7.14,24,2.78,326,3.72,18,7.14,2,3.57,68,3.71,810,4.34,18,3.57
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,28,,968,,9901,,252,,28,,863,,8769,,252,,56,,1831,,18670,,504,
