Route:- 6040,Date:- 10/08/2017,,,,,,,,Day:- Sunday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,1,2.17,0,0,0,0,3.5,2.17,0,0,0,0,0,0,0,0,1,1.09,0,0,0,0,4,1.24
06:00:01-07:00:00,2,4.35,8,1.43,34,0.82,5,3.11,3,6.52,24,2.43,84,1.11,10.5,6.52,5,5.43,32,2.07,118,1.01,16,4.97
07:00:01-08:00:00,4,8.7,14,2.5,130,3.15,14,8.7,3,6.52,33,3.35,162,2.15,5.1,3.17,7,7.61,47,3.04,292,2.5,19,5.9
08:00:01-09:00:00,2,4.35,18,3.21,142,3.44,5,3.11,3,6.52,27,2.74,254,3.37,10.5,6.52,5,5.43,45,2.91,396,3.39,16,4.97
09:00:01-10:00:00,2,4.35,13,2.32,118,2.86,7,4.35,2,4.35,12,1.22,96,1.27,7,4.35,4,4.35,25,1.62,214,1.83,14,4.35
10:00:01-11:00:00,1,2.17,2,0.36,58,1.41,3.5,2.17,1,2.17,8,0.81,44,0.58,2.2,1.37,2,2.17,10,0.65,102,0.87,6,1.86
11:00:01-12:00:00,4,8.7,53,9.46,456,11.05,14,8.7,4,8.7,34,3.45,289,3.83,14,8.7,8,8.7,87,5.63,745,6.39,28,8.7
12:00:01-13:00:00,1,2.17,20,3.57,143,3.46,3.5,2.17,1,2.17,35,3.55,238,3.16,1.7,1.06,2,2.17,55,3.56,381,3.27,5,1.55
13:00:01-14:00:00,2,4.35,13,2.32,110,2.67,7,4.35,1,2.17,9,0.91,72,0.96,1.7,1.06,3,3.26,22,1.42,182,1.56,9,2.8
14:00:01-15:00:00,2,4.35,16,2.86,76,1.84,7,4.35,1,2.17,8,0.81,68,0.9,3.5,2.17,3,3.26,24,1.55,144,1.23,10,3.11
15:00:01-16:00:00,3,6.52,34,6.07,212,5.14,7.5,4.66,3,6.52,15,1.52,106,1.41,10.5,6.52,6,6.52,49,3.17,318,2.73,18,5.59
16:00:01-17:00:00,2,4.35,33,5.89,238,5.77,7,4.35,2,4.35,38,3.85,300,3.98,5,3.11,4,4.35,71,4.59,538,4.61,12,3.73
17:00:01-18:00:00,6,13.04,60,10.71,424,10.27,21,13.04,6,13.04,85,8.62,656,8.7,21,13.04,12,13.04,145,9.38,1080,9.26,42,13.04
18:00:01-19:00:00,1,2.17,63,11.25,412,9.98,3.5,2.17,2,4.35,154,15.62,1208,16.02,7,4.35,3,3.26,217,14.04,1620,13.89,10,3.11
19:00:01-20:00:00,4,8.7,90,16.07,656,15.9,14,8.7,3,6.52,198,20.08,1586,21.04,7.5,4.66,7,7.61,288,18.63,2242,19.22,22,6.83
20:00:01-21:00:00,2,4.35,67,11.96,508,12.31,7,4.35,3,6.52,73,7.4,566,7.51,10.5,6.52,5,5.43,140,9.06,1074,9.21,18,5.59
21:00:01-22:00:00,6,13.04,47,8.39,346,8.38,21,13.04,6,13.04,147,14.91,1144,15.17,21,13.04,12,13.04,194,12.55,1490,12.77,42,13.04
22:00:01-23:00:00,1,2.17,9,1.61,64,1.55,3.5,2.17,1,2.17,43,4.36,332,4.4,2.5,1.55,2,2.17,52,3.36,396,3.39,6,1.86
23:00:01-24:00:00,0,0,0,0,0,0,0,0,1,2.17,43,4.36,334,4.43,2.5,1.55,1,1.09,43,2.78,334,2.86,2,0.62
,46,,560,,4127,,161,,46,,986,,7539,,161,,92,,1546,,11666,,322,
