,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,1,107
1,05:00:01-06:00:00,4,16
2,06:00:01-07:00:00,2,165
3,07:00:01-08:00:00,6,81
4,08:00:01-09:00:00,3,220
5,09:00:01-10:00:00,4,92
6,10:00:01-11:00:00,4,85
7,11:00:01-12:00:00,3,106
8,12:00:01-13:00:00,3,36
9,13:00:01-14:00:00,1,78
10,14:00:01-15:00:00,2,44
11,15:00:01-16:00:00,1,34
12,16:00:01-17:00:00,1,57
13,17:00:01-18:00:00,1,19
14,18:00:01-19:00:00,2,49
15,19:00:01-20:00:00,1,74
16,20:00:01-21:00:00,3,169
17,21:00:01-22:00:00,2,84
18,22:00:01-23:00:00,0,0
19,23:00:01-24:00:00,0,0
