,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,1,52
1,05:00:01-06:00:00,5,20
2,06:00:01-07:00:00,1,145
3,07:00:01-08:00:00,7,139
4,08:00:01-09:00:00,6,269
5,09:00:01-10:00:00,4,214
6,10:00:01-11:00:00,5,200
7,11:00:01-12:00:00,4,107
8,12:00:01-13:00:00,2,75
9,13:00:01-14:00:00,2,60
10,14:00:01-15:00:00,4,75
11,15:00:01-16:00:00,0,32
12,16:00:01-17:00:00,2,92
13,17:00:01-18:00:00,1,48
14,18:00:01-19:00:00,1,6
15,19:00:01-20:00:00,2,73
16,20:00:01-21:00:00,1,116
17,21:00:01-22:00:00,0,55
18,22:00:01-23:00:00,0,0
19,23:00:01-24:00:00,,
