,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,,
1,05:00:01-06:00:00,5,25
2,06:00:01-07:00:00,5,180
3,07:00:01-08:00:00,6,208
4,08:00:01-09:00:00,6,384
5,09:00:01-10:00:00,5,306
6,10:00:01-11:00:00,4,100
7,11:00:01-12:00:00,7,211
8,12:00:01-13:00:00,3,174
9,13:00:01-14:00:00,1,83
10,14:00:01-15:00:00,5,104
11,15:00:01-16:00:00,0,42
12,16:00:01-17:00:00,3,52
13,17:00:01-18:00:00,5,116
14,18:00:01-19:00:00,5,101
15,19:00:01-20:00:00,3,138
16,20:00:01-21:00:00,4,123
17,21:00:01-22:00:00,3,81
18,22:00:01-23:00:00,0,29
19,23:00:01-24:00:00,,
