Route:- 4100,Date:- 01/01/2018,,,,,,,,Day:- Monday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,4,8.33,34,2.56,364,2.56,58,8.33,0,0,0,0,0,0,0,0,4,4,34,1.18,364,1.25,58,4
06:00:01-07:00:00,3,6.25,73,5.49,720,5.07,43.5,6.25,4,7.69,70,4.54,106,0.71,58,7.69,7,7,143,4.98,826,2.83,102,7.03
07:00:01-08:00:00,5,10.42,92,6.92,822,5.79,72.5,10.42,7,13.46,58,3.76,534,3.55,101.5,13.46,12,12,150,5.22,1356,4.64,174,12
08:00:01-09:00:00,6,12.5,174,13.08,1894,13.34,87,12.5,5,9.62,108,7.01,954,6.35,72.5,9.62,11,11,282,9.82,2848,9.75,160,11.03
09:00:01-10:00:00,4,8.33,106,7.97,1232,8.68,38,5.46,5,9.62,128,8.31,1394,9.28,14.5,1.92,9,9,234,8.15,2626,8.99,52,3.59
10:00:01-11:00:00,4,8.33,39,2.93,439,3.09,58,8.33,4,7.69,121,7.85,1372,9.13,58,7.69,8,8,160,5.57,1811,6.2,116,8
11:00:01-12:00:00,3,6.25,82,6.17,933,6.57,11.1,1.59,1,1.92,22,1.43,277,1.84,1.9,0.25,4,4,104,3.62,1210,4.14,13,0.9
12:00:01-13:00:00,1,2.08,56,4.21,742,5.23,6,0.86,2,3.85,94,6.1,1074,7.15,29,3.85,3,3,150,5.22,1816,6.21,35,2.41
13:00:01-14:00:00,3,6.25,61,4.59,604,4.26,11.1,1.59,4,7.69,66,4.28,776,5.16,14.8,1.96,7,7,127,4.42,1380,4.72,26,1.79
14:00:01-15:00:00,4,8.33,62,4.66,823,5.8,8.8,1.26,1,1.92,54,3.5,635,4.23,11.7,1.55,5,5,116,4.04,1458,4.99,20,1.38
15:00:01-16:00:00,1,2.08,47,3.53,500,3.52,5.4,0.78,3,5.77,110,7.14,1094,7.28,43.5,5.77,4,4,157,5.47,1594,5.45,49,3.38
16:00:01-17:00:00,1,2.08,32,2.41,372,2.62,4.2,0.6,2,3.85,66,4.28,674,4.49,7.4,0.98,3,3,98,3.41,1046,3.58,12,0.83
17:00:01-18:00:00,1,2.08,52,3.91,523,3.68,14.5,2.08,1,1.92,104,6.75,939,6.25,3.7,0.49,2,2,156,5.43,1462,5,18,1.24
18:00:01-19:00:00,2,4.17,82,6.17,833,5.87,3.8,0.55,2,3.85,77,5,762,5.07,29,3.85,4,4,159,5.54,1595,5.46,33,2.28
19:00:01-20:00:00,3,6.25,111,8.35,1238,8.72,9,1.29,4,7.69,142,9.21,1406,9.36,58,7.69,7,7,253,8.81,2644,9.05,67,4.62
20:00:01-21:00:00,1,2.08,144,10.83,1346,9.48,14.5,2.08,4,7.69,168,10.9,1672,11.13,35.6,4.72,5,5,312,10.87,3018,10.33,50,3.45
21:00:01-22:00:00,2,4.17,74,5.56,753,5.31,10,1.44,3,5.77,109,7.07,1018,6.77,43.5,5.77,5,5,183,6.37,1771,6.06,54,3.72
22:00:01-23:00:00,0,0,9,0.68,56,0.39,0,0,0,0,44,2.86,340,2.26,0,0,0,0,53,1.85,396,1.36,0,0
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,48,,1330,,14194,,696,,52,,1541,,15027,,754,,100,,2871,,29221,,1450,
