Route:- 6050,Date:- 10/19/2017,,,,,,,,Day:- Thursday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,10,7.75,133,3.37,1192,3.45,26,7.75,10,7.75,43,1.2,352,1.12,26,7.75,20,7.75,176,2.33,1544,2.34,52,7.75
05:00:01-06:00:00,8,6.2,47,1.19,335,0.97,20.8,6.2,5,3.88,128,3.56,934,2.97,13,3.88,13,5.04,175,2.32,1269,1.92,34,5.07
06:00:01-07:00:00,8,6.2,35,0.89,256,0.74,20.8,6.2,11,8.53,170,4.72,1198,3.81,28.6,8.53,19,7.36,205,2.72,1454,2.2,49,7.3
07:00:01-08:00:00,9,6.98,99,2.51,678,1.96,18,5.37,11,8.53,174,4.84,1405,4.47,28.6,8.53,20,7.75,273,3.62,2083,3.16,47,7
08:00:01-09:00:00,10,7.75,118,2.99,949,2.75,26,7.75,10,7.75,176,4.89,1465,4.66,26,7.75,20,7.75,294,3.9,2414,3.66,52,7.75
09:00:01-10:00:00,8,6.2,93,2.36,728,2.11,20.8,6.2,8,6.2,250,6.95,2441,7.76,20.8,6.2,16,6.2,343,4.54,3169,4.8,42,6.26
10:00:01-11:00:00,7,5.43,155,3.93,1257,3.64,18.2,5.43,7,5.43,314,8.73,2879,9.16,14,4.17,14,5.43,469,6.21,4136,6.27,32,4.77
11:00:01-12:00:00,4,3.1,171,4.33,1548,4.48,10.4,3.1,4,3.1,209,5.81,2134,6.79,10.4,3.1,8,3.1,380,5.04,3682,5.58,21,3.13
12:00:01-13:00:00,4,3.1,206,5.22,1805,5.23,10.4,3.1,4,3.1,205,5.7,2026,6.44,10.4,3.1,8,3.1,411,5.45,3831,5.81,21,3.13
13:00:01-14:00:00,4,3.1,195,4.94,1725,4.99,10.4,3.1,4,3.1,256,7.12,2334,7.42,10.4,3.1,8,3.1,451,5.98,4059,6.15,21,3.13
14:00:01-15:00:00,5,3.88,239,6.05,2203,6.38,13,3.88,5,3.88,201,5.59,1757,5.59,10,2.98,10,3.88,440,5.83,3960,6,23,3.43
15:00:01-16:00:00,3,2.33,220,5.57,1996,5.78,7.8,2.33,5,3.88,172,4.78,1524,4.85,13,3.88,8,3.1,392,5.19,3520,5.34,21,3.13
16:00:01-17:00:00,9,6.98,372,9.42,3213,9.3,23.4,6.98,6,4.65,187,5.2,1556,4.95,15.6,4.65,15,5.81,559,7.41,4769,7.23,39,5.81
17:00:01-18:00:00,6,4.65,321,8.13,2874,8.32,15.6,4.65,6,4.65,225,6.25,1860,5.92,15.6,4.65,12,4.65,546,7.23,4734,7.18,31,4.62
18:00:01-19:00:00,5,3.88,302,7.65,2718,7.87,13,3.88,5,3.88,211,5.86,1904,6.06,13,3.88,10,3.88,513,6.8,4622,7.01,26,3.87
19:00:01-20:00:00,6,4.65,283,7.17,2560,7.41,15.6,4.65,4,3.1,148,4.11,1227,3.9,10.4,3.1,10,3.88,431,5.71,3787,5.74,26,3.87
20:00:01-21:00:00,7,5.43,330,8.36,2825,8.18,18.2,5.43,8,6.2,196,5.45,1671,5.31,20.8,6.2,15,5.81,526,6.97,4496,6.81,39,5.81
21:00:01-22:00:00,5,3.88,238,6.03,2183,6.32,13,3.88,6,4.65,193,5.36,1578,5.02,12,3.58,11,4.26,431,5.71,3761,5.7,25,3.73
22:00:01-23:00:00,6,4.65,183,4.63,1638,4.74,15.6,4.65,6,4.65,110,3.06,945,3.01,15.6,4.65,12,4.65,293,3.88,2583,3.92,31,4.62
23:00:01-24:00:00,5,3.88,209,5.29,1853,5.37,13,3.88,4,3.1,30,0.83,250,0.8,10.4,3.1,9,3.49,239,3.17,2103,3.19,23,3.43
,129,,3949,,34536,,335.4,,129,,3598,,31440,,335.4,,258,,7547,,65976,,671,
