Route:- 3400,Date:- 10/19/2017,,,,,,,,Day:- Thursday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
06:00:01-07:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
07:00:01-08:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
08:00:01-09:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
09:00:01-10:00:00,1,2.5,0,0,0,0,8.6,2.5,0,0,0,0,0,0,0,0,1,1.2,0,0,0,0,9,1.26
10:00:01-11:00:00,3,7.5,166,7.51,2039,8.81,25.8,7.5,1,2.33,11,0.55,116,0.57,8.6,2.33,4,4.82,177,4.21,2155,4.94,34,4.76
11:00:01-12:00:00,3,7.5,177,8.01,2115,9.14,18.6,5.41,3,6.98,145,7.26,1576,7.69,25.8,6.98,6,7.23,322,7.65,3691,8.46,44,6.16
12:00:01-13:00:00,4,10,212,9.59,2334,10.09,34.4,10,4,9.3,202,10.12,2187,10.68,34.4,9.3,8,9.64,414,9.84,4521,10.36,69,9.66
13:00:01-14:00:00,2,5,165,7.46,1808,7.81,12.2,3.55,3,6.98,171,8.57,1679,8.2,18.6,5.03,5,6.02,336,7.99,3487,7.99,31,4.34
14:00:01-15:00:00,4,10,113,5.11,1079,4.66,34.4,10,3,6.98,147,7.36,1680,8.2,25.8,6.98,7,8.43,260,6.18,2759,6.32,60,8.4
15:00:01-16:00:00,4,10,160,7.24,1722,7.44,34.4,10,4,9.3,142,7.11,1493,7.29,34.4,9.3,8,9.64,302,7.18,3215,7.37,69,9.66
16:00:01-17:00:00,4,10,152,6.87,1628,7.03,27.2,7.91,3,6.98,198,9.92,1941,9.47,25.8,6.98,7,8.43,350,8.32,3569,8.18,53,7.42
17:00:01-18:00:00,1,2.5,206,9.32,2092,9.04,4.6,1.34,3,6.98,148,7.41,1380,6.74,5.4,1.46,4,4.82,354,8.41,3472,7.96,10,1.4
18:00:01-19:00:00,5,12.5,274,12.39,2536,10.96,43,12.5,5,11.63,239,11.97,2429,11.86,43,11.63,10,12.05,513,12.19,4965,11.38,86,12.04
19:00:01-20:00:00,2,5,268,12.12,2705,11.69,3.6,1.05,3,6.98,118,5.91,1234,6.02,12,3.24,5,6.02,386,9.18,3939,9.03,16,2.24
20:00:01-21:00:00,4,10,162,7.33,1650,7.13,34.4,10,3,6.98,154,7.72,1675,8.18,12,3.24,7,8.43,316,7.51,3325,7.62,46,6.44
21:00:01-22:00:00,2,5,101,4.57,894,3.86,13.6,3.95,3,6.98,132,6.61,1374,6.71,25.8,6.98,5,6.02,233,5.54,2268,5.2,39,5.46
22:00:01-23:00:00,1,2.5,55,2.49,540,2.33,4.6,1.34,5,11.63,184,9.22,1684,8.22,20,5.41,6,7.23,239,5.68,2224,5.1,25,3.5
23:00:01-24:00:00,0,0,0,0,0,0,0,0,0,0,5,0.25,38,0.19,0,0,0,0,5,0.12,38,0.09,0,0
,40,,2211,,23142,,344,,43,,1996,,20486,,369.8,,83,,4207,,43628,,714,
