Route:- 4100,Date:- 10/19/2017,,,,,,,,Day:- Thursday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,1,3.33,0,0,0,0,14.5,3.33,0,0,0,0,0,0,0,0,1,1.72,0,0,0,0,14,1.66
06:00:01-07:00:00,3,10,22,2.34,224,2.26,43.5,10,1,3.57,10,0.93,136,1.29,14.5,3.57,4,6.9,32,1.59,360,1.76,58,6.9
07:00:01-08:00:00,1,3.33,42,4.47,559,5.63,4.6,1.06,2,7.14,18,1.67,166,1.57,9.2,2.27,3,5.17,60,2.98,725,3.54,14,1.66
08:00:01-09:00:00,2,6.67,41,4.37,452,4.55,29,6.67,1,3.57,22,2.04,242,2.29,1.9,0.47,3,5.17,63,3.13,694,3.39,31,3.69
09:00:01-10:00:00,2,6.67,43,4.58,526,5.3,10.8,2.48,2,7.14,37,3.44,344,3.26,29,7.14,4,6.9,80,3.97,870,4.25,40,4.76
10:00:01-11:00:00,2,6.67,63,6.71,832,8.38,29,6.67,0,0,24,2.23,216,2.05,0,0,2,3.45,87,4.32,1048,5.12,29,3.45
11:00:01-12:00:00,2,6.67,38,4.05,487,4.91,14.6,3.36,3,10.71,37,3.44,477,4.52,43.5,10.71,5,8.62,75,3.72,964,4.71,58,6.9
12:00:01-13:00:00,1,3.33,60,6.39,577,5.81,3.6,0.83,2,7.14,101,9.38,1086,10.28,29,7.14,3,5.17,161,7.99,1663,8.12,33,3.92
13:00:01-14:00:00,2,6.67,53,5.64,624,6.29,5.6,1.29,1,3.57,116,10.77,1113,10.54,4.6,1.13,3,5.17,169,8.38,1737,8.48,10,1.19
14:00:01-15:00:00,3,10,70,7.45,704,7.09,11.1,2.55,1,3.57,36,3.34,382,3.62,8.9,2.19,4,6.9,106,5.26,1086,5.3,20,2.38
15:00:01-16:00:00,2,6.67,42,4.47,420,4.23,4.4,1.01,4,14.29,78,7.24,778,7.37,58,14.29,6,10.34,120,5.95,1198,5.85,62,7.37
16:00:01-17:00:00,1,3.33,95,10.12,974,9.81,1.1,0.25,1,3.57,71,6.59,676,6.4,3.7,0.91,2,3.45,166,8.23,1650,8.05,5,0.59
17:00:01-18:00:00,1,3.33,43,4.58,459,4.62,2,0.46,3,10.71,182,16.9,1775,16.81,43.5,10.71,4,6.9,225,11.16,2234,10.9,46,5.47
18:00:01-19:00:00,1,3.33,101,10.76,931,9.38,14.5,3.33,2,7.14,222,20.61,2097,19.86,29,7.14,3,5.17,323,16.02,3028,14.78,44,5.23
19:00:01-20:00:00,4,13.33,134,14.27,1227,12.36,58,13.33,1,3.57,13,1.21,158,1.5,1.9,0.47,5,8.62,147,7.29,1385,6.76,60,7.13
20:00:01-21:00:00,0,0,33,3.51,354,3.57,0,0,3,10.71,78,7.24,676,6.4,43.5,10.71,3,5.17,111,5.51,1030,5.03,44,5.23
21:00:01-22:00:00,2,6.67,34,3.62,378,3.81,29,6.67,0,0,27,2.51,188,1.78,0,0,2,3.45,61,3.03,566,2.76,29,3.45
22:00:01-23:00:00,0,0,25,2.66,200,2.01,0,0,1,3.57,5,0.46,50,0.47,14.5,3.57,1,1.72,30,1.49,250,1.22,14,1.66
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,30,,939,,9928,,435,,28,,1077,,10560,,406,,58,,2016,,20488,,841,
