Route:- 6020,Date:- 10/19/2017,,,,,,,,Day:- Thursday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,1,1.28,0,0,0,0,5.2,1.28,0,0,0,0,0,0,0,0,1,0.65,0,0,0,0,5,0.63
06:00:01-07:00:00,3,3.85,128,6.64,1186,6.31,12.6,3.11,2,2.67,31,2.28,224,1.82,10.4,2.67,5,3.27,159,4.84,1410,4.53,23,2.89
07:00:01-08:00:00,4,5.13,152,7.89,1551,8.26,14.4,3.55,3,4,54,3.97,366,2.97,15.6,4,7,4.58,206,6.27,1917,6.16,30,3.77
08:00:01-09:00:00,6,7.69,212,11,1956,10.41,31.2,7.69,7,9.33,83,6.11,726,5.89,11.2,2.87,13,8.5,295,8.98,2682,8.62,42,5.28
09:00:01-10:00:00,9,11.54,194,10.07,1946,10.36,46.8,11.54,7,9.33,60,4.42,532,4.32,36.4,9.33,16,10.46,254,7.73,2478,7.96,83,10.43
10:00:01-11:00:00,7,8.97,186,9.65,1841,9.8,28,6.9,8,10.67,50,3.68,422,3.42,41.6,10.67,15,9.8,236,7.18,2263,7.27,70,8.79
11:00:01-12:00:00,9,11.54,134,6.95,1346,7.16,46.8,11.54,6,8,58,4.27,533,4.32,18,4.62,15,9.8,192,5.84,1879,6.04,65,8.17
12:00:01-13:00:00,3,3.85,112,5.81,1137,6.05,9.9,2.44,4,5.33,44,3.24,415,3.37,20.8,5.33,7,4.58,156,4.75,1552,4.99,31,3.89
13:00:01-14:00:00,3,3.85,60,3.11,644,3.43,12.9,3.18,3,4,62,4.56,638,5.18,15.6,4,6,3.92,122,3.71,1282,4.12,28,3.52
14:00:01-15:00:00,5,6.41,120,6.23,1160,6.17,26,6.41,3,4,91,6.7,835,6.77,13.8,3.54,8,5.23,211,6.42,1995,6.41,40,5.03
15:00:01-16:00:00,3,3.85,77,4,721,3.84,15.6,3.85,3,4,114,8.39,1047,8.49,15.6,4,6,3.92,191,5.81,1768,5.68,31,3.89
16:00:01-17:00:00,6,7.69,82,4.26,842,4.48,31.2,7.69,6,8,205,15.08,1848,14.99,31.2,8,12,7.84,287,8.73,2690,8.65,62,7.79
17:00:01-18:00:00,5,6.41,83,4.31,774,4.12,21.5,5.3,6,8,133,9.79,1208,9.8,31.2,8,11,7.19,216,6.57,1982,6.37,53,6.66
18:00:01-19:00:00,4,5.13,79,4.1,772,4.11,20.8,5.13,5,6.67,120,8.83,1186,9.62,21.5,5.51,9,5.88,199,6.06,1958,6.29,42,5.28
19:00:01-20:00:00,5,6.41,130,6.75,1184,6.3,26,6.41,4,5.33,112,8.24,1020,8.27,16.8,4.31,9,5.88,242,7.36,2204,7.08,43,5.4
20:00:01-21:00:00,5,6.41,110,5.71,1070,5.7,26,6.41,5,6.67,99,7.28,898,7.28,26,6.67,10,6.54,209,6.36,1968,6.33,52,6.53
21:00:01-22:00:00,0,0,68,3.53,656,3.49,0,0,3,4,43,3.16,430,3.49,4.8,1.23,3,1.96,111,3.38,1086,3.49,5,0.63
22:00:01-23:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,78,,1927,,18786,,405.6,,75,,1359,,12328,,390,,153,,3286,,31114,,796,
