Route:- 6034,Date:- 10/19/2017,,,,,,,,Day:- Thursday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
06:00:01-07:00:00,2,5.88,19,1.85,182,1.74,40.4,5.88,0,0,0,0,0,0,0,0,2,5.88,19,1.85,182,1.74,40,5.82
07:00:01-08:00:00,1,2.94,46,4.47,500,4.77,4.4,0.64,0,0,0,0,0,0,0,0,1,2.94,46,4.47,500,4.77,4,0.58
08:00:01-09:00:00,1,2.94,54,5.25,488,4.65,4.5,0.66,0,0,0,0,0,0,0,0,1,2.94,54,5.25,488,4.65,4,0.58
09:00:01-10:00:00,2,5.88,55,5.35,540,5.15,5.8,0.84,0,0,0,0,0,0,0,0,2,5.88,55,5.35,540,5.15,6,0.87
10:00:01-11:00:00,1,2.94,44,4.28,588,5.61,1.1,0.16,0,0,0,0,0,0,0,0,1,2.94,44,4.28,588,5.61,1,0.15
11:00:01-12:00:00,1,2.94,76,7.39,826,7.88,20.2,2.94,0,0,0,0,0,0,0,0,1,2.94,76,7.39,826,7.88,20,2.91
12:00:01-13:00:00,2,5.88,78,7.59,850,8.11,16.2,2.36,0,0,0,0,0,0,0,0,2,5.88,78,7.59,850,8.11,16,2.33
13:00:01-14:00:00,2,5.88,67,6.52,591,5.64,5.4,0.79,0,0,0,0,0,0,0,0,2,5.88,67,6.52,591,5.64,5,0.73
14:00:01-15:00:00,2,5.88,62,6.03,627,5.98,6.2,0.9,0,0,0,0,0,0,0,0,2,5.88,62,6.03,627,5.98,6,0.87
15:00:01-16:00:00,5,14.71,71,6.91,745,7.11,22,3.2,0,0,0,0,0,0,0,0,5,14.71,71,6.91,745,7.11,22,3.2
16:00:01-17:00:00,2,5.88,56,5.45,629,6,5.8,0.84,0,0,0,0,0,0,0,0,2,5.88,56,5.45,629,6,6,0.87
17:00:01-18:00:00,3,8.82,73,7.1,688,6.56,11.4,1.66,0,0,0,0,0,0,0,0,3,8.82,73,7.1,688,6.56,11,1.6
18:00:01-19:00:00,3,8.82,94,9.14,920,8.78,8.1,1.18,0,0,0,0,0,0,0,0,3,8.82,94,9.14,920,8.78,8,1.16
19:00:01-20:00:00,1,2.94,70,6.81,705,6.72,2.7,0.39,0,0,0,0,0,0,0,0,1,2.94,70,6.81,705,6.72,3,0.44
20:00:01-21:00:00,3,8.82,61,5.93,643,6.13,8.1,1.18,0,0,0,0,0,0,0,0,3,8.82,61,5.93,643,6.13,8,1.16
21:00:01-22:00:00,3,8.82,86,8.37,830,7.92,13.2,1.92,0,0,0,0,0,0,0,0,3,8.82,86,8.37,830,7.92,13,1.89
22:00:01-23:00:00,0,0,16,1.56,132,1.26,0,0,0,0,0,0,0,0,0,0,0,0,16,1.56,132,1.26,0,0
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,34,,1028,,10484,,686.8,,0,,0,,0,,0,,34,,1028,,10484,,687,
