Route:- 3310,Date:- 10/19/2017,,,,,,,,Day:- Thursday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,1,3.45,6,0.6,34,0.37,9,3.45,0,0,0,0,0,0,0,0,1,1.75,6,0.31,34,0.18,9,1.75
06:00:01-07:00:00,2,6.9,70,6.98,546,6.02,18,6.9,2,7.14,58,6.26,658,6.89,18,7.14,4,7.02,128,6.63,1204,6.46,36,7.02
07:00:01-08:00:00,4,13.79,108,10.77,872,9.61,36,13.79,3,10.71,90,9.71,820,8.58,27,10.71,7,12.28,198,10.26,1692,9.08,63,12.28
08:00:01-09:00:00,1,3.45,60,5.98,686,7.56,9,3.45,1,3.57,48,5.18,668,6.99,4,1.59,2,3.51,108,5.6,1354,7.27,13,2.53
09:00:01-10:00:00,1,3.45,52,5.18,531,5.85,9,3.45,2,7.14,66,7.12,761,7.96,3.6,1.43,3,5.26,118,6.11,1292,6.94,13,2.53
10:00:01-11:00:00,2,6.9,51,5.08,488,5.38,18,6.9,2,7.14,50,5.39,568,5.94,18,7.14,4,7.02,101,5.23,1056,5.67,36,7.02
11:00:01-12:00:00,2,6.9,10,1,82,0.9,18,6.9,2,7.14,46,4.96,619,6.48,18,7.14,4,7.02,56,2.9,701,3.76,36,7.02
12:00:01-13:00:00,2,6.9,47,4.69,450,4.96,18,6.9,2,7.14,24,2.59,266,2.78,9,3.57,4,7.02,71,3.68,716,3.84,27,5.26
13:00:01-14:00:00,2,6.9,47,4.69,370,4.08,18,6.9,1,3.57,66,7.12,697,7.29,6.3,2.5,3,5.26,113,5.85,1067,5.73,24,4.68
14:00:01-15:00:00,2,6.9,94,9.37,857,9.45,3.6,1.38,2,7.14,50,5.39,332,3.47,18,7.14,4,7.02,144,7.46,1189,6.38,22,4.29
15:00:01-16:00:00,1,3.45,19,1.89,158,1.74,4.5,1.72,2,7.14,90,9.71,828,8.67,18,7.14,3,5.26,109,5.65,986,5.29,22,4.29
16:00:01-17:00:00,2,6.9,114,11.37,1014,11.18,18,6.9,0,0,24,2.59,238,2.49,0,0,2,3.51,138,7.15,1252,6.72,18,3.51
17:00:01-18:00:00,1,3.45,39,3.89,354,3.9,5,1.92,2,7.14,72,7.77,895,9.37,18,7.14,3,5.26,111,5.75,1249,6.71,23,4.48
18:00:01-19:00:00,1,3.45,24,2.39,280,3.09,9,3.45,1,3.57,69,7.44,651,6.81,2.4,0.95,2,3.51,93,4.82,931,5,11,2.14
19:00:01-20:00:00,1,3.45,62,6.18,631,6.96,9,3.45,1,3.57,17,1.83,164,1.72,9,3.57,2,3.51,79,4.09,795,4.27,18,3.51
20:00:01-21:00:00,3,10.34,100,9.97,765,8.43,27,10.34,2,7.14,19,2.05,238,2.49,18,7.14,5,8.77,119,6.17,1003,5.38,45,8.77
21:00:01-22:00:00,1,3.45,60,5.98,570,6.28,6.3,2.41,2,7.14,64,6.9,554,5.8,18,7.14,3,5.26,124,6.42,1124,6.03,24,4.68
22:00:01-23:00:00,0,0,40,3.99,384,4.23,0,0,1,3.57,74,7.98,598,6.26,6.3,2.5,1,1.75,114,5.91,982,5.27,6,1.17
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,29,,1003,,9072,,261,,28,,927,,9555,,252,,57,,1930,,18627,,513,
