,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,1,0
1,05:00:01-06:00:00,2,69
2,06:00:01-07:00:00,4,109
3,07:00:01-08:00:00,2,282
4,08:00:01-09:00:00,1,213
5,09:00:01-10:00:00,2,98
6,10:00:01-11:00:00,1,57
7,11:00:01-12:00:00,2,102
8,12:00:01-13:00:00,2,140
9,13:00:01-14:00:00,2,160
10,14:00:01-15:00:00,3,123
11,15:00:01-16:00:00,1,133
12,16:00:01-17:00:00,4,141
13,17:00:01-18:00:00,4,67
14,18:00:01-19:00:00,0,180
15,19:00:01-20:00:00,2,110
16,20:00:01-21:00:00,4,174
17,21:00:01-22:00:00,3,204
18,22:00:01-23:00:00,0,92
19,23:00:01-24:00:00,0,13
