,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,0,0
1,05:00:01-06:00:00,3,39
2,06:00:01-07:00:00,3,100
3,07:00:01-08:00:00,3,209
4,08:00:01-09:00:00,0,150
5,09:00:01-10:00:00,3,155
6,10:00:01-11:00:00,2,108
7,11:00:01-12:00:00,2,187
8,12:00:01-13:00:00,5,160
9,13:00:01-14:00:00,2,157
10,14:00:01-15:00:00,1,108
11,15:00:01-16:00:00,1,118
12,16:00:01-17:00:00,3,174
13,17:00:01-18:00:00,3,106
14,18:00:01-19:00:00,2,206
15,19:00:01-20:00:00,0,136
16,20:00:01-21:00:00,4,137
17,21:00:01-22:00:00,1,156
18,22:00:01-23:00:00,0,32
19,23:00:01-24:00:00,0,10
