Route:- 6034,Date:- 01/01/2018,,,,,,,,Day:- Monday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,1,6.25,4,0.48,30,0.37,20.2,6.25,0,0,0,0,0,0,0,0,1,6.25,4,0.48,30,0.37,20,6.19
06:00:01-07:00:00,3,18.75,15,1.81,84,1.04,13.5,4.18,0,0,0,0,0,0,0,0,3,18.75,15,1.81,84,1.04,14,4.33
07:00:01-08:00:00,2,12.5,42,5.05,382,4.71,6.2,1.92,0,0,0,0,0,0,0,0,2,12.5,42,5.05,382,4.71,6,1.86
08:00:01-09:00:00,1,6.25,104,12.52,1142,14.09,2.7,0.84,0,0,0,0,0,0,0,0,1,6.25,104,12.52,1142,14.09,3,0.93
09:00:01-10:00:00,0,0,58,6.98,544,6.71,0,0,0,0,0,0,0,0,0,0,0,0,58,6.98,544,6.71,0,0
10:00:01-11:00:00,0,0,27,3.25,269,3.32,0,0,0,0,0,0,0,0,0,0,0,0,27,3.25,269,3.32,0,0
11:00:01-12:00:00,1,6.25,31,3.73,256,3.16,20.2,6.25,0,0,0,0,0,0,0,0,1,6.25,31,3.73,256,3.16,20,6.19
12:00:01-13:00:00,2,12.5,49,5.9,343,4.23,5.4,1.67,0,0,0,0,0,0,0,0,2,12.5,49,5.9,343,4.23,5,1.55
13:00:01-14:00:00,2,12.5,56,6.74,776,9.57,7.2,2.23,0,0,0,0,0,0,0,0,2,12.5,56,6.74,776,9.57,7,2.17
14:00:01-15:00:00,3,18.75,66,7.94,649,8.01,11.7,3.62,0,0,0,0,0,0,0,0,3,18.75,66,7.94,649,8.01,12,3.72
15:00:01-16:00:00,0,0,58,6.98,560,6.91,0,0,0,0,0,0,0,0,0,0,0,0,58,6.98,560,6.91,0,0
16:00:01-17:00:00,0,0,30,3.61,271,3.34,0,0,0,0,0,0,0,0,0,0,0,0,30,3.61,271,3.34,0,0
17:00:01-18:00:00,0,0,43,5.17,443,5.47,0,0,0,0,0,0,0,0,0,0,0,0,43,5.17,443,5.47,0,0
18:00:01-19:00:00,0,0,49,5.9,454,5.6,0,0,0,0,0,0,0,0,0,0,0,0,49,5.9,454,5.6,0,0
19:00:01-20:00:00,1,6.25,70,8.42,653,8.06,20.2,6.25,0,0,0,0,0,0,0,0,1,6.25,70,8.42,653,8.06,20,6.19
20:00:01-21:00:00,0,0,62,7.46,612,7.55,0,0,0,0,0,0,0,0,0,0,0,0,62,7.46,612,7.55,0,0
21:00:01-22:00:00,0,0,35,4.21,270,3.33,0,0,0,0,0,0,0,0,0,0,0,0,35,4.21,270,3.33,0,0
22:00:01-23:00:00,0,0,32,3.85,368,4.54,0,0,0,0,0,0,0,0,0,0,0,0,32,3.85,368,4.54,0,0
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,16,,831,,8106,,323.2,,0,,0,,0,,0,,16,,831,,8106,,323,
