0,294.4828426,374.8046706,107.6704744,109.164889,561.0993555,219.8105124,487.1017449,208.5011007,557.1040121,649.6135486,259.9682734,239.2453298,146.1572206,269.7710726,204.328975,202.3069245,202.6712027,509.1336955,278.9237398,259.5863161,146.1121544,172.8567037,135.1501259,112.273158,170.9229844,266.8835747,246.2538637,173.2240493,329.9749533,196.1970956,186.3051953,438.5374942,269.7768869,382.7196221,
294.4828426,0,83.88437901,194.6199502,226.3064973,281.8272628,85.40386098,255.7785256,236.0435825,313.1023648,368.400046,109.9846844,148.3929591,148.5232641,530.2327343,258.6357393,470.8261649,467.7517845,225.7445783,177.0482337,292.3286374,342.1361285,300.5537904,199.931362,406.5599162,465.0245192,555.9581673,495.8011284,458.02247,605.2854206,356.7796792,450.420865,163.4914145,65.90626016,124.9460293,
374.8046706,83.88437901,0,277.7292565,296.9438521,198.9391758,169.0761945,194.9669781,313.7654416,242.3287575,284.7981751,149.2976783,222.4103885,228.80189,598.4945003,307.3739985,554.5654905,551.5587122,142.3562752,200.7903325,365.1864107,425.6293441,357.6270428,268.2581176,487.0773306,545.7204041,632.1077676,562.3368212,533.6048472,676.4048555,413.3974145,534.2166111,86.05008258,114.6055505,72.8247108,
107.6704744,194.6199502,277.7292565,0,108.6021768,471.5433036,114.3207339,415.3740225,135.2973167,482.4038322,559.5115894,189.5008537,136.1008539,57.72224811,371.5921662,208.1875595,277.8196099,275.361398,417.1277521,231.6120911,199.8413097,163.0925444,207.8870886,110.8683458,216.0453077,273.5441976,374.5203656,344.0052009,280.4589884,436.1849445,252.2129997,257.960779,349.4436831,184.6631685,297.9465189,
109.164889,226.3064973,296.9438521,108.6021768,0,469.2463826,174.8415636,383.88653,243.8760973,454.6526349,557.3078319,162.5144814,231.2932983,94.67690549,303.9268497,104.64298,311.2438712,311.785768,420.6875715,170.9532487,307.8008577,239.0633343,99.97351212,30.16913534,209.0588626,265.8377157,337.1345606,269.8552551,238.5303659,379.8219219,148.5288683,295.4682837,348.440766,183.5787236,290.0973293,
561.0993555,281.8272628,198.9391758,471.5433036,469.2463826,0,367.202954,137.7753997,511.3713755,111.0196633,88.51506098,306.839738,419.0742983,418.4221062,754.957343,445.1777689,749.3605979,746.851519,57.12636545,323.0308493,559.2765603,623.927136,504.015145,439.0931626,672.2368768,730.7133483,805.2064044,716.1907528,706.9978247,837.4318713,554.9400134,729.4547779,122.6550046,291.3392751,179.2947545,
219.8105124,85.40386098,169.0761945,114.3207339,174.8415636,367.202954,0,331.9843897,158.4436962,393.434351,453.7768258,134.3179626,84.78152366,81.89040157,472.3197723,239.2722491,386.8182076,383.4693133,311.1425443,199.2310553,220.4272569,256.7356087,266.0400213,155.7776551,330.0761404,387.8011409,485.897421,440.8957817,389.7854979,542.4251541,319.9248046,366.200876,247.9893046,104.741519,204.1399944,
487.1017449,255.7785256,194.9669781,415.3740225,383.88653,137.7753997,331.9843897,0,489.5796802,71.10630173,205.262212,228.4363536,404.1313092,357.9344816,646.5532394,336.2954753,686.171649,685.1106344,134.4804693,218.1676378,547.9133479,577.3810141,396.8161525,354.5363127,592.8659614,649.6595345,709.0816907,606.842935,613.1728848,730.8128794,442.7208758,667.9126834,117.6810651,232.8241638,131.0545157,
208.5011007,236.0435825,313.7654416,135.2973167,243.8760973,511.3713755,158.4436962,489.5796802,0,549.0254195,594.3210722,286.2685937,92.72914744,172.3077658,475.4065112,342.0626337,289.0684402,283.0456111,454.2667145,343.8787694,66.90948066,143.1676039,342.7252617,244.3064233,286.0236886,333.1520114,451.5216413,454.2454715,370.0933768,527.1493486,384.5969062,267.8608884,398.1740307,262.5056027,360.0890653,
557.1040121,313.1023648,242.3287575,482.4038322,454.6526349,111.0196633,393.434351,71.10630173,549.0254195,0,151.3156802,297.6178432,460.7751853,425.3685596,716.3564241,406.7088233,755.2515481,753.9851877,137.8167558,289.2337333,604.7402823,643.3157254,467.2596973,425.1768361,663.5259247,720.4781556,780.0542602,676.5479135,684.2518937,800.7908067,512.2656716,736.7261109,156.958894,298.2789449,189.3235684,
