"45,43,159"
"18,13,906"
"28,88,445"
"37,01,282"
"25,85,049"
"12,00,334"
"25,86,258"
"22,04,307"
"20,50,862"
"10,72,942"
"13,22,507"
"11,77,345"
"42,29,917"
"19,59,046"
"38,76,001"
"24,54,196"
"30,85,411"
"93,56,962"
"46,53,570"
"33,61,292"
"16,48,295"
"61,07,187"
"16,57,576"
"18,36,086"
"94,29,408"
"26,34,200"
"16,15,069"
"28,22,143"
"30,03,741"
"8,49,651"
"43,17,756"
"1,10,60,148"
"13,00,774"
"11,97,160"
"27,72,348"
