Route:- 6120,Date:- 10/20/2017,,,,,,,,Day:- Friday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,1,3.03,2,0.29,18,0.34,2.8,3.03,1,2.94,6,1.08,48,1.02,2.8,2.94,2,2.99,8,0.65,66,0.66,6,3.19
06:00:01-07:00:00,1,3.03,0,0,0,0,2.8,3.03,3,8.82,15,2.69,106,2.25,8.4,8.82,4,5.97,15,1.21,106,1.06,11,5.85
07:00:01-08:00:00,4,12.12,10,1.47,66,1.25,11.2,12.12,3,8.82,27,4.85,232,4.92,8.4,8.82,7,10.45,37,2.99,298,2.98,20,10.64
08:00:01-09:00:00,3,9.09,13,1.91,104,1.97,5.4,5.84,4,11.76,29,5.21,214,4.54,11.2,11.76,7,10.45,42,3.4,318,3.18,17,9.04
09:00:01-10:00:00,3,9.09,22,3.24,124,2.34,8.4,9.09,3,8.82,35,6.28,316,6.7,8.4,8.82,6,8.96,57,4.61,440,4.4,17,9.04
10:00:01-11:00:00,3,9.09,20,2.95,166,3.14,8.4,9.09,2,5.88,66,11.85,516,10.94,5.6,5.88,5,7.46,86,6.96,682,6.81,14,7.45
11:00:01-12:00:00,1,3.03,21,3.09,172,3.25,1.8,1.95,2,5.88,94,16.88,808,17.13,5.6,5.88,3,4.48,115,9.3,980,9.79,7,3.72
12:00:01-13:00:00,1,3.03,36,5.3,274,5.18,2.8,3.03,1,2.94,26,4.67,325,6.89,2.8,2.94,2,2.99,62,5.02,599,5.99,6,3.19
13:00:01-14:00:00,3,9.09,74,10.9,528,9.98,4.5,4.87,2,5.88,31,5.57,254,5.39,5.6,5.88,5,7.46,105,8.5,782,7.81,10,5.32
14:00:01-15:00:00,3,9.09,45,6.63,320,6.05,5.4,5.84,2,5.88,19,3.41,156,3.31,5.6,5.88,5,7.46,64,5.18,476,4.76,11,5.85
15:00:01-16:00:00,1,3.03,54,7.95,430,8.13,1.8,1.95,3,8.82,68,12.21,551,11.68,8.4,8.82,4,5.97,122,9.87,981,9.8,10,5.32
16:00:01-17:00:00,2,6.06,52,7.66,418,7.9,5.6,6.06,1,2.94,35,6.28,307,6.51,2.8,2.94,3,4.48,87,7.04,725,7.24,8,4.26
17:00:01-18:00:00,1,3.03,45,6.63,382,7.22,2.8,3.03,2,5.88,37,6.64,316,6.7,5.6,5.88,3,4.48,82,6.63,698,6.97,8,4.26
18:00:01-19:00:00,1,3.03,44,6.48,318,6.01,2.8,3.03,1,2.94,0,0,0,0,2.8,2.94,2,2.99,44,3.56,318,3.18,6,3.19
19:00:01-20:00:00,0,0,49,7.22,376,7.11,0,0,1,2.94,24,4.31,172,3.65,2.8,2.94,1,1.49,73,5.91,548,5.48,3,1.6
20:00:01-21:00:00,2,6.06,77,11.34,639,12.07,5.6,6.06,0,0,21,3.77,185,3.92,0,0,2,2.99,98,7.93,824,8.23,6,3.19
21:00:01-22:00:00,2,6.06,84,12.37,688,13,3.6,3.9,3,8.82,19,3.41,160,3.39,8.4,8.82,5,7.46,103,8.33,848,8.47,12,6.38
22:00:01-23:00:00,1,3.03,31,4.57,269,5.08,2.8,3.03,0,0,5,0.9,50,1.06,0,0,1,1.49,36,2.91,319,3.19,3,1.6
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,33,,679,,5292,,92.4,,34,,557,,4716,,95.2,,67,,1236,,10008,,188,
